Zone,Subscriber_Class,Outbound,Inbound
1,Home Worker,29,30
1,Inbound Commuter,2,2
1,Long Term Visitor,13,21
1,Outbound Commuter,6,6
1,Resident Worker,41,48
1,Short Term Visitor,10,12
2,Home Worker,55,57
2,Inbound Commuter,17,16
2,Long Term Visitor,35,30
2,Outbound Commuter,8,14
2,Resident Worker,96,95
2,Short Term Visitor,23,25
3,Home Worker,52,56
3,Inbound Commuter,25,24
3,Long Term Visitor,46,43
3,Outbound Commuter,14,10
3,Resident Worker,112,119
3,Short Term Visitor,38,36
4,Home Worker,1,2
4,Long Term Visitor,4,3
4,Outbound Commuter,1,1
4,Resident Worker,8,6
4,Short Term Visitor,1,1
5,Home Worker,15,16
5,Inbound Commuter,2,1
5,Long Term Visitor,3,3
5,Outbound Commuter,5,3
5,Resident Worker,19,21
5,Short Term Visitor,4,4
6,Home Worker,6,2
6,Inbound Commuter,1,1
6,Long Term Visitor,2,3
6,Resident Worker,5,5
6,Short Term Visitor,2,2
7,Home Worker,5,6
7,Inbound Commuter,2,2
7,Long Term Visitor,5,2
7,Resident Worker,9,8
7,Short Term Visitor,1,1
8,Home Worker,15,13
8,Inbound Commuter,8,9
8,Long Term Visitor,8,10
8,Resident Worker,26,28
8,Short Term Visitor,6,5
9,Home Worker,4,3
9,Inbound Commuter,1,1
9,Long Term Visitor,2,2
9,Resident Worker,6,9
9,Short Term Visitor,1,1
11,Home Worker,7,8
11,Inbound Commuter,2,3
11,Long Term Visitor,6,8
11,Outbound Commuter,5,5
11,Resident Worker,8,10
11,Short Term Visitor,1,2
12,Home Worker,35,33
12,Inbound Commuter,7,8
12,Long Term Visitor,15,12
12,Outbound Commuter,7,8
12,Resident Worker,55,65
12,Short Term Visitor,7,5
13,Home Worker,66,65
13,Inbound Commuter,4,2
13,Long Term Visitor,24,27
13,Outbound Commuter,6,5
13,Resident Worker,85,81
13,Short Term Visitor,7,12
14,Home Worker,6,4
14,Inbound Commuter,1,1
14,Long Term Visitor,1,3
14,Resident Worker,7,7
14,Short Term Visitor,1,1
15,Home Worker,7,7
15,Resident Worker,4,3
16,Home Worker,2,2
16,Long Term Visitor,1,3
16,Outbound Commuter,1,1
16,Resident Worker,1,1
16,Short Term Visitor,2,2
17,Home Worker,72,75
17,Inbound Commuter,29,26
17,Long Term Visitor,32,32
17,Outbound Commuter,11,14
17,Resident Worker,123,121
17,Short Term Visitor,38,40
18,Home Worker,26,23
18,Inbound Commuter,8,9
18,Long Term Visitor,3,2
18,Outbound Commuter,1,2
18,Resident Worker,33,35
18,Short Term Visitor,2,4
19,Home Worker,14,15
19,Inbound Commuter,7,5
19,Long Term Visitor,8,9
19,Outbound Commuter,5,6
19,Resident Worker,51,42
19,Short Term Visitor,11,9
20,Home Worker,26,26
20,Inbound Commuter,1,1
20,Long Term Visitor,3,3
20,Outbound Commuter,2,2
20,Resident Worker,29,29
20,Short Term Visitor,5,5
21,Home Worker,13,10
21,Inbound Commuter,1,1
21,Long Term Visitor,5,6
21,Resident Worker,13,13
21,Short Term Visitor,5,5
22,Home Worker,4,4
22,Inbound Commuter,6,4
22,Long Term Visitor,2,2
22,Outbound Commuter,3,3
22,Resident Worker,11,13
22,Short Term Visitor,3,3
23,Home Worker,10,10
23,Long Term Visitor,5,3
23,Resident Worker,16,18
23,Short Term Visitor,1,1
24,Home Worker,7,9
24,Inbound Commuter,2,2
24,Long Term Visitor,1,3
24,Resident Worker,18,19
24,Short Term Visitor,2,2
25,Home Worker,33,35
25,Inbound Commuter,2,3
25,Long Term Visitor,35,29
25,Outbound Commuter,8,6
25,Resident Worker,56,50
25,Short Term Visitor,13,9
26,Home Worker,25,24
26,Inbound Commuter,7,6
26,Long Term Visitor,19,3
26,Outbound Commuter,2,3
26,Resident Worker,27,27
26,Short Term Visitor,3,3
27,Home Worker,39,47
27,Inbound Commuter,8,8
27,Long Term Visitor,29,31
27,Outbound Commuter,10,12
27,Resident Worker,78,84
27,Short Term Visitor,17,17
28,Home Worker,3,2
28,Long Term Visitor,5,3
28,Resident Worker,2,3
28,Short Term Visitor,5,5
29,Home Worker,1,1
29,Long Term Visitor,1,5
29,Resident Worker,4,6
29,Short Term Visitor,2,1
30,Home Worker,65,63
30,Inbound Commuter,3,4
30,Long Term Visitor,10,13
30,Outbound Commuter,4,5
30,Resident Worker,78,75
30,Short Term Visitor,3,3
31,Home Worker,25,25
31,Inbound Commuter,3,2
31,Long Term Visitor,7,4
31,Outbound Commuter,4,5
31,Resident Worker,54,57
31,Short Term Visitor,2,7
32,Home Worker,12,10
32,Inbound Commuter,5,5
32,Long Term Visitor,4,1
32,Outbound Commuter,2,1
32,Resident Worker,21,23
32,Short Term Visitor,3,3
33,Home Worker,26,26
33,Inbound Commuter,8,9
33,Long Term Visitor,2,4
33,Outbound Commuter,1,1
33,Resident Worker,37,37
33,Short Term Visitor,9,7
34,Home Worker,14,18
34,Inbound Commuter,3,4
34,Long Term Visitor,2,2
34,Resident Worker,33,30
34,Short Term Visitor,2,2
35,Home Worker,24,26
35,Inbound Commuter,2,2
35,Long Term Visitor,4,4
35,Outbound Commuter,2,2
35,Resident Worker,23,20
35,Short Term Visitor,6,6
36,Home Worker,44,45
36,Inbound Commuter,2,3
36,Long Term Visitor,6,13
36,Outbound Commuter,4,4
36,Resident Worker,45,53
37,Home Worker,54,47
37,Inbound Commuter,6,6
37,Long Term Visitor,24,25
37,Outbound Commuter,4,9
37,Resident Worker,109,117
37,Short Term Visitor,6,5
38,Home Worker,55,64
38,Inbound Commuter,21,18
38,Long Term Visitor,43,50
38,Outbound Commuter,8,6
38,Resident Worker,148,151
38,Short Term Visitor,11,15
39,Home Worker,32,33
39,Inbound Commuter,21,14
39,Long Term Visitor,21,22
39,Outbound Commuter,6,5
39,Resident Worker,105,93
39,Short Term Visitor,12,9
40,Home Worker,51,43
40,Inbound Commuter,8,7
40,Long Term Visitor,9,6
40,Outbound Commuter,8,9
40,Resident Worker,58,51
40,Short Term Visitor,10,8
41,Home Worker,31,29
41,Inbound Commuter,1,2
41,Long Term Visitor,8,8
41,Outbound Commuter,2,4
41,Resident Worker,60,73
42,Home Worker,19,22
42,Long Term Visitor,6,4
42,Outbound Commuter,3,3
42,Resident Worker,36,40
42,Short Term Visitor,1,1
43,Home Worker,24,24
43,Inbound Commuter,1,2
43,Long Term Visitor,4,7
43,Outbound Commuter,2,3
43,Resident Worker,46,43
43,Short Term Visitor,1,2
44,Home Worker,9,6
44,Inbound Commuter,1,1
44,Outbound Commuter,1,1
44,Resident Worker,25,21
44,Short Term Visitor,2,2
45,Home Worker,20,22
45,Inbound Commuter,5,4
45,Long Term Visitor,6,6
45,Outbound Commuter,2,2
45,Resident Worker,32,29
45,Short Term Visitor,3,3
46,Home Worker,8,5
46,Inbound Commuter,4,3
46,Long Term Visitor,5,1
46,Resident Worker,10,12
46,Short Term Visitor,2,1
47,Home Worker,19,19
