Zone,Subscriber_Class,Outbound,Inbound
1,Home Worker,41,35
1,Inbound Commuter,1,1
1,Long Term Visitor,28,24
1,Outbound Commuter,2,2
1,Resident Worker,36,37
1,Short Term Visitor,12,13
2,Home Worker,66,62
2,Inbound Commuter,17,19
2,Long Term Visitor,28,33
2,Outbound Commuter,11,14
2,Resident Worker,97,90
2,Short Term Visitor,27,24
3,Home Worker,61,64
3,Inbound Commuter,27,30
3,Long Term Visitor,36,49
3,Outbound Commuter,13,13
3,Resident Worker,111,134
3,Short Term Visitor,47,50
4,Home Worker,4,2
4,Long Term Visitor,2,3
4,Resident Worker,7,6
4,Short Term Visitor,3,1
5,Home Worker,9,10
5,Inbound Commuter,1,1
5,Long Term Visitor,1,2
5,Outbound Commuter,1,1
5,Resident Worker,19,18
5,Short Term Visitor,2,3
6,Home Worker,6,5
6,Long Term Visitor,2,2
6,Outbound Commuter,3,2
6,Resident Worker,9,8
6,Short Term Visitor,4,4
7,Home Worker,3,4
7,Long Term Visitor,1,1
7,Outbound Commuter,1,1
7,Resident Worker,10,10
7,Short Term Visitor,2,2
8,Home Worker,22,24
8,Inbound Commuter,4,6
8,Long Term Visitor,12,18
8,Outbound Commuter,2,1
8,Resident Worker,33,45
8,Short Term Visitor,6,9
9,Home Worker,8,6
9,Long Term Visitor,1,1
9,Outbound Commuter,1,1
9,Resident Worker,7,9
11,Home Worker,6,7
11,Inbound Commuter,2,2
11,Long Term Visitor,6,5
11,Resident Worker,10,13
11,Short Term Visitor,5,3
12,Home Worker,39,39
12,Inbound Commuter,3,2
12,Long Term Visitor,18,8
12,Outbound Commuter,13,10
12,Resident Worker,63,63
12,Short Term Visitor,9,8
13,Home Worker,58,59
13,Inbound Commuter,4,3
13,Long Term Visitor,27,21
13,Outbound Commuter,8,7
13,Resident Worker,82,80
13,Short Term Visitor,10,8
14,Home Worker,3,4
14,Inbound Commuter,1,1
14,Resident Worker,8,9
14,Short Term Visitor,1,1
15,Home Worker,5,6
15,Inbound Commuter,1,1
15,Long Term Visitor,2,1
15,Resident Worker,2,2
15,Short Term Visitor,2,2
16,Home Worker,2,1
16,Inbound Commuter,1,1
16,Long Term Visitor,1,2
16,Short Term Visitor,1,2
17,Home Worker,92,91
17,Inbound Commuter,24,30
17,Long Term Visitor,45,47
17,Outbound Commuter,12,14
17,Resident Worker,128,138
17,Short Term Visitor,40,49
18,Home Worker,32,35
18,Inbound Commuter,9,8
18,Long Term Visitor,6,9
18,Outbound Commuter,2,3
18,Resident Worker,37,35
18,Short Term Visitor,6,7
19,Home Worker,12,14
19,Inbound Commuter,4,4
19,Long Term Visitor,11,9
19,Outbound Commuter,4,5
19,Resident Worker,42,38
19,Short Term Visitor,7,7
20,Home Worker,25,23
20,Inbound Commuter,2,1
20,Long Term Visitor,4,6
20,Outbound Commuter,2,1
20,Resident Worker,27,22
20,Short Term Visitor,5,5
21,Home Worker,18,18
21,Inbound Commuter,3,3
21,Long Term Visitor,6,5
21,Outbound Commuter,2,1
21,Resident Worker,9,7
21,Short Term Visitor,9,8
22,Home Worker,10,11
22,Inbound Commuter,2,2
22,Long Term Visitor,5,3
22,Resident Worker,13,13
22,Short Term Visitor,8,6
23,Home Worker,8,9
23,Long Term Visitor,5,4
23,Resident Worker,15,13
23,Short Term Visitor,2,3
24,Home Worker,20,18
24,Inbound Commuter,1,2
24,Long Term Visitor,3,3
24,Resident Worker,23,25
24,Short Term Visitor,2,3
25,Home Worker,22,20
25,Inbound Commuter,4,3
25,Long Term Visitor,94,84
25,Outbound Commuter,3,6
25,Resident Worker,52,51
25,Short Term Visitor,28,23
26,Home Worker,19,18
26,Inbound Commuter,6,4
26,Long Term Visitor,20,11
26,Outbound Commuter,5,4
26,Resident Worker,30,35
26,Short Term Visitor,4,2
27,Home Worker,48,49
27,Inbound Commuter,8,8
27,Long Term Visitor,37,42
27,Outbound Commuter,12,11
27,Resident Worker,94,100
27,Short Term Visitor,14,21
28,Home Worker,5,4
28,Inbound Commuter,4,3
28,Outbound Commuter,1,2
28,Resident Worker,2,4
28,Short Term Visitor,6,6
29,Home Worker,5,6
29,Inbound Commuter,3,3
29,Resident Worker,3,1
29,Short Term Visitor,1,2
30,Home Worker,55,55
30,Inbound Commuter,7,6
30,Long Term Visitor,11,8
30,Outbound Commuter,5,4
30,Resident Worker,88,98
30,Short Term Visitor,11,9
31,Home Worker,18,17
31,Inbound Commuter,2,1
31,Long Term Visitor,4,5
31,Outbound Commuter,4,2
31,Resident Worker,52,51
31,Short Term Visitor,2,4
32,Home Worker,12,15
32,Inbound Commuter,2,2
32,Long Term Visitor,5,4
32,Resident Worker,27,28
32,Short Term Visitor,5,3
33,Home Worker,24,25
33,Inbound Commuter,6,7
33,Long Term Visitor,9,11
33,Resident Worker,48,46
33,Short Term Visitor,6,5
34,Home Worker,10,12
34,Inbound Commuter,5,5
34,Long Term Visitor,6,4
34,Outbound Commuter,1,1
34,Resident Worker,15,16
34,Short Term Visitor,7,9
35,Home Worker,15,13
35,Inbound Commuter,2,2
35,Long Term Visitor,2,1
35,Resident Worker,20,21
35,Short Term Visitor,3,4
36,Home Worker,34,37
36,Inbound Commuter,1,2
36,Long Term Visitor,10,13
36,Outbound Commuter,4,5
36,Resident Worker,43,44
36,Short Term Visitor,5,5
37,Home Worker,50,48
37,Inbound Commuter,9,10
37,Long Term Visitor,18,22
37,Outbound Commuter,5,2
37,Resident Worker,107,108
37,Short Term Visitor,5,3
38,Home Worker,52,47
38,Inbound Commuter,24,19
38,Long Term Visitor,59,62
38,Outbound Commuter,14,13
38,Resident Worker,145,139
38,Short Term Visitor,18,18
39,Home Worker,35,40
39,Inbound Commuter,16,15
39,Long Term Visitor,24,29
39,Outbound Commuter,4,4
39,Resident Worker,84,73
39,Short Term Visitor,10,15
40,Home Worker,39,32
40,Inbound Commuter,14,14
40,Long Term Visitor,20,16
40,Outbound Commuter,5,5
40,Resident Worker,69,81
40,Short Term Visitor,14,13
41,Home Worker,35,35
41,Inbound Commuter,3,1
41,Long Term Visitor,7,6
41,Outbound Commuter,6,4
41,Resident Worker,57,52
41,Short Term Visitor,5,4
42,Home Worker,12,7
42,Long Term Visitor,3,4
42,Resident Worker,31,27
43,Home Worker,32,26
43,Inbound Commuter,4,4
43,Long Term Visitor,14,11
43,Outbound Commuter,1,1
43,Resident Worker,50,49
43,Short Term Visitor,4,5
44,Home Worker,11,9
44,Long Term Visitor,1,1
44,Outbound Commuter,2,2
44,Resident Worker,18,17
44,Short Term Visitor,3,3
45,Home Worker,23,25
45,Inbound Commuter,6,5
45,Long Term Visitor,14,11
45,Outbound Commuter,3,4
45,Resident Worker,38,39
45,Short Term Visitor,10,12
46,Home Worker,4,3
46,Inbound Commuter,2,1
46,Long Term Visitor,3,5
46,Resident Worker,18,8
46,Short Term Visitor,1,3
47,Home Worker,19,18
47,Inbound Commuter,7,6
47,Long Term Visitor,4,6
47,Resident Worker,54,48
47,Short Term Visitor,1,3
48,Home Worker,23,27
48,Inbound Commuter,12,15
48,Long Term Visitor,156,119
48,Outbound Commuter,6,6
48,Resident Worker,37,40
48,Short Term Visitor,27,32
49,Home Worker,66,67
49,Inbound Commuter,25,24
49,Long Term Visitor,37,28
49,Outbound Commuter,6,7
49,Resident Worker,147,147
49,Short Term Visitor,21,17
50,Home Worker,24,28
50,Inbound Commuter,4,2
50,Long Term Visitor,9,8
50,Outbound Commuter,7,7
50,Resident Worker,42,36
50,Short Term Visitor,1,1
51,Home Worker,9,9
51,Inbound Commuter,2,1
51,Long Term Visitor,7,3
51,Resident Worker,14,18
51,Short Term Visitor,1,1
52,Home Worker,15,14
52,Long Term Visitor,6,7
52,Outbound Commuter,3,3
52,Resident Worker,19,22
53,Home Worker,45,47
53,Inbound Commuter,6,5
53,Long Term Visitor,22,19
53,Outbound Commuter,7,7
53,Resident Worker,92,99
53,Short Term Visitor,6,7
54,Home Worker,43,45
54,Inbound Commuter,7,6
54,Long Term Visitor,14,18
54,Outbound Commuter,4,4
54,Resident Worker,76,71
54,Short Term Visitor,7,11
55,Home Worker,35,41
55,Inbound Commuter,2,1
55,Long Term Visitor,9,10
55,Outbound Commuter,6,6
55,Resident Worker,48,48
55,Short Term Visitor,3,4
56,Home Worker,11,9
56,Inbound Commuter,1,1
56,Long Term Visitor,2,5
56,Resident Worker,12,11
57,Home Worker,1,1
57,Inbound Commuter,1,1
57,Long Term Visitor,2,3
57,Resident Worker,11,8
57,Short Term Visitor,3,3
58,Home Worker,3,2
58,Long Term Visitor,7,7
58,Resident Worker,4,2
58,Short Term Visitor,3,1
59,Home Worker,29,28
59,Long Term Visitor,6,9
59,Outbound Commuter,2,4
59,Resident Worker,43,46
59,Short Term Visitor,1,1
60,Home Worker,26,25
60,Inbound Commuter,10,9
60,Long Term Visitor,13,12
60,Outbound Commuter,4,4
60,Resident Worker,32,34
60,Short Term Visitor,5,4
61,Home Worker,10,8
61,Long Term Visitor,5,4
61,Outbound Commuter,1,1
61,Resident Worker,10,10
62,Home Worker,13,15
62,Inbound Commuter,3,2
62,Long Term Visitor,11,9
62,Resident Worker,17,26
62,Short Term Visitor,1,3
63,Home Worker,38,40
63,Inbound Commuter,5,3
63,Long Term Visitor,40,36
63,Outbound Commuter,9,11
63,Resident Worker,87,83
63,Short Term Visitor,7,9
64,Home Worker,85,83
64,Inbound Commuter,11,10
64,Long Term Visitor,58,51
64,Outbound Commuter,11,13
64,Resident Worker,163,160
64,Short Term Visitor,21,25
65,Home Worker,28,29
65,Inbound Commuter,3,3
65,Long Term Visitor,6,9
65,Outbound Commuter,3,2
65,Resident Worker,72,59
65,Short Term Visitor,1,1
66,Home Worker,8,13
66,Long Term Visitor,1,1
66,Resident Worker,12,11
66,Short Term Visitor,1,1
67,Home Worker,44,46
67,Inbound Commuter,7,5
67,Long Term Visitor,13,12
67,Outbound Commuter,4,3
67,Resident Worker,77,72
67,Short Term Visitor,8,8
68,Home Worker,45,39
68,Inbound Commuter,8,6
68,Long Term Visitor,7,8
68,Outbound Commuter,5,2
68,Resident Worker,61,57
68,Short Term Visitor,8,9
69,Home Worker,25,24
69,Inbound Commuter,6,6
69,Long Term Visitor,5,8
69,Resident Worker,33,32
70,Home Worker,38,32
70,Inbound Commuter,7,4
70,Long Term Visitor,15,18
70,Outbound Commuter,3,4
70,Resident Worker,47,45
70,Short Term Visitor,5,5
71,Home Worker,31,31
71,Inbound Commuter,7,5
71,Long Term Visitor,19,12
71,Resident Worker,68,63
71,Short Term Visitor,8,5
72,Home Worker,24,23
72,Inbound Commuter,4,4
72,Long Term Visitor,8,9
72,Outbound Commuter,2,2
72,Resident Worker,34,38
72,Short Term Visitor,2,2
73,Home Worker,42,37
73,Long Term Visitor,5,3
73,Outbound Commuter,3,2
73,Resident Worker,63,63
74,Home Worker,17,17
74,Long Term Visitor,5,4
74,Outbound Commuter,1,1
74,Resident Worker,29,28
74,Short Term Visitor,1,1
75,Home Worker,43,41
75,Inbound Commuter,2,2
75,Long Term Visitor,6,10
75,Outbound Commuter,2,5
75,Resident Worker,76,59
75,Short Term Visitor,4,4
76,Home Worker,15,17
76,Inbound Commuter,9,7
76,Long Term Visitor,3,3
76,Outbound Commuter,1,1
76,Resident Worker,32,31
76,Short Term Visitor,2,2
77,Home Worker,27,26
77,Long Term Visitor,18,15
77,Outbound Commuter,1,1
77,Resident Worker,37,33
77,Short Term Visitor,6,10
78,Home Worker,20,18
78,Inbound Commuter,1,1
78,Long Term Visitor,2,4
78,Resident Worker,55,50
78,Short Term Visitor,2,2
79,Home Worker,8,8
79,Inbound Commuter,2,3
79,Resident Worker,8,9
80,Home Worker,6,7
80,Inbound Commuter,5,4
80,Long Term Visitor,3,1
80,Outbound Commuter,2,1
80,Resident Worker,20,20
80,Short Term Visitor,7,6
81,Home Worker,32,28
81,Inbound Commuter,3,2
81,Long Term Visitor,10,12
81,Outbound Commuter,2,3
81,Resident Worker,51,58
81,Short Term Visitor,3,6
82,Home Worker,43,43
82,Inbound Commuter,1,2
82,Long Term Visitor,10,13
82,Outbound Commuter,4,4
82,Resident Worker,70,60
82,Short Term Visitor,4,2
83,Resident Worker,1,2
84,Home Worker,29,27
84,Long Term Visitor,6,7
84,Resident Worker,27,32
84,Short Term Visitor,4,4
85,Home Worker,10,7
85,Inbound Commuter,1,1
85,Long Term Visitor,2,2
85,Resident Worker,13,15
86,Home Worker,68,80
86,Inbound Commuter,1,1
86,Long Term Visitor,21,20
86,Outbound Commuter,3,2
86,Resident Worker,112,100
86,Short Term Visitor,9,12
87,Home Worker,44,49
87,Inbound Commuter,4,3
87,Long Term Visitor,8,10
87,Resident Worker,90,90
87,Short Term Visitor,2,2
88,Home Worker,78,81
88,Inbound Commuter,3,4
88,Long Term Visitor,19,29
88,Outbound Commuter,6,6
88,Resident Worker,93,105
88,Short Term Visitor,4,4
89,Home Worker,43,42
89,Inbound Commuter,11,10
89,Long Term Visitor,25,16
89,Outbound Commuter,3,4
89,Resident Worker,107,100
89,Short Term Visitor,8,12
90,Home Worker,34,32
90,Inbound Commuter,2,1
90,Long Term Visitor,24,18
90,Resident Worker,48,40
90,Short Term Visitor,15,7
91,Home Worker,30,29
91,Long Term Visitor,9,5
91,Outbound Commuter,1,1
91,Resident Worker,31,34
91,Short Term Visitor,5,4
92,Home Worker,12,13
92,Inbound Commuter,2,2
92,Long Term Visitor,3,3
92,Outbound Commuter,1,2
92,Resident Worker,21,22
92,Short Term Visitor,2,1
93,Home Worker,36,27
93,Inbound Commuter,5,2
93,Long Term Visitor,5,6
93,Outbound Commuter,2,1
93,Resident Worker,59,63
93,Short Term Visitor,2,1
94,Home Worker,3,3
94,Inbound Commuter,1,2
94,Long Term Visitor,2,3
94,Resident Worker,18,17
94,Short Term Visitor,1,2
95,Home Worker,32,34
95,Inbound Commuter,3,3
95,Long Term Visitor,3,3
95,Outbound Commuter,4,3
95,Resident Worker,62,65
95,Short Term Visitor,7,9
96,Home Worker,22,27
96,Inbound Commuter,1,1
96,Long Term Visitor,5,3
96,Resident Worker,58,55
96,Short Term Visitor,2,3
97,Home Worker,21,26
97,Outbound Commuter,1,1
97,Resident Worker,22,24
98,Home Worker,2,2
98,Long Term Visitor,1,1
98,Resident Worker,10,10
99,Home Worker,32,28
