Zone,Subscriber_Class,Outbound,Inbound
1,Home Worker,22,24
1,Inbound Commuter,8,9
1,Long Term Visitor,32,32
1,Outbound Commuter,3,4
1,Resident Worker,51,40
1,Short Term Visitor,18,13
2,Home Worker,52,53
2,Inbound Commuter,14,15
2,Long Term Visitor,63,45
2,Outbound Commuter,11,17
2,Resident Worker,92,95
2,Short Term Visitor,30,30
3,Home Worker,49,56
3,Inbound Commuter,22,19
3,Long Term Visitor,99,51
3,Outbound Commuter,12,12
3,Resident Worker,100,95
3,Short Term Visitor,49,51
4,Home Worker,3,2
4,Inbound Commuter,2,2
4,Long Term Visitor,4,1
4,Resident Worker,10,11
4,Short Term Visitor,4,2
5,Home Worker,19,16
5,Inbound Commuter,2,3
5,Long Term Visitor,4,4
5,Resident Worker,18,15
5,Short Term Visitor,4,3
6,Home Worker,3,3
6,Inbound Commuter,1,1
6,Long Term Visitor,3,2
6,Resident Worker,6,5
6,Short Term Visitor,4,5
7,Home Worker,7,8
7,Inbound Commuter,2,1
7,Long Term Visitor,5,3
7,Resident Worker,12,8
7,Short Term Visitor,1,1
8,Home Worker,16,17
8,Inbound Commuter,6,9
8,Long Term Visitor,5,16
8,Outbound Commuter,1,1
8,Resident Worker,35,43
8,Short Term Visitor,15,18
9,Home Worker,7,9
9,Long Term Visitor,3,3
9,Resident Worker,10,7
11,Home Worker,8,7
11,Long Term Visitor,1,6
11,Outbound Commuter,1,2
11,Resident Worker,10,7
11,Short Term Visitor,5,6
12,Home Worker,48,47
12,Inbound Commuter,3,4
12,Long Term Visitor,16,14
12,Outbound Commuter,5,3
12,Resident Worker,60,55
12,Short Term Visitor,15,16
13,Home Worker,58,54
13,Inbound Commuter,3,3
13,Long Term Visitor,33,36
13,Outbound Commuter,7,4
13,Resident Worker,99,91
13,Short Term Visitor,15,13
14,Home Worker,1,2
14,Long Term Visitor,5,7
14,Resident Worker,5,6
14,Short Term Visitor,7,6
15,Home Worker,2,2
15,Long Term Visitor,3,3
15,Resident Worker,3,3
16,Home Worker,3,4
16,Long Term Visitor,2,3
16,Outbound Commuter,1,1
16,Resident Worker,3,3
16,Short Term Visitor,4,3
17,Home Worker,96,94
17,Inbound Commuter,22,22
17,Long Term Visitor,55,57
17,Outbound Commuter,12,12
17,Resident Worker,131,137
17,Short Term Visitor,45,52
18,Home Worker,22,22
18,Inbound Commuter,2,1
18,Long Term Visitor,8,6
18,Outbound Commuter,4,3
18,Resident Worker,33,30
18,Short Term Visitor,3,4
19,Home Worker,11,18
19,Long Term Visitor,5,4
19,Outbound Commuter,5,4
19,Resident Worker,37,39
19,Short Term Visitor,6,8
20,Home Worker,9,13
20,Inbound Commuter,4,4
20,Long Term Visitor,8,8
20,Outbound Commuter,3,2
20,Resident Worker,9,10
20,Short Term Visitor,5,6
21,Home Worker,15,13
21,Inbound Commuter,3,3
