Zone,Subscriber_Class,Outbound,Inbound
1,Home Worker,34,33
1,Inbound Commuter,3,2
1,Long Term Visitor,21,27
1,Outbound Commuter,5,7
1,Resident Worker,54,60
1,Short Term Visitor,22,15
2,Home Worker,48,49
2,Inbound Commuter,9,8
2,Long Term Visitor,26,27
2,Outbound Commuter,14,12
2,Resident Worker,70,70
2,Short Term Visitor,29,32
3,Home Worker,63,66
3,Inbound Commuter,10,12
3,Long Term Visitor,57,55
3,Outbound Commuter,11,13
3,Resident Worker,78,71
3,Short Term Visitor,36,38
4,Home Worker,2,2
4,Long Term Visitor,2,1
4,Resident Worker,16,15
4,Short Term Visitor,2,1
5,Home Worker,16,20
5,Inbound Commuter,4,3
5,Long Term Visitor,1,1
5,Outbound Commuter,5,6
5,Resident Worker,18,18
5,Short Term Visitor,1,2
6,Home Worker,3,2
6,Long Term Visitor,5,2
6,Resident Worker,4,3
6,Short Term Visitor,3,4
7,Home Worker,4,5
7,Inbound Commuter,1,1
7,Long Term Visitor,1,1
7,Outbound Commuter,1,2
7,Resident Worker,10,10
7,Short Term Visitor,2,2
8,Home Worker,15,18
8,Inbound Commuter,2,3
8,Long Term Visitor,12,12
8,Outbound Commuter,2,2
8,Resident Worker,29,30
8,Short Term Visitor,14,16
9,Home Worker,6,6
9,Inbound Commuter,2,2
9,Long Term Visitor,2,1
9,Resident Worker,7,8
9,Short Term Visitor,1,1
10,Short Term Visitor,1,1
11,Home Worker,5,6
11,Long Term Visitor,3,4
11,Resident Worker,11,12
11,Short Term Visitor,4,3
12,Home Worker,43,42
12,Inbound Commuter,4,3
12,Long Term Visitor,14,8
12,Outbound Commuter,13,11
12,Resident Worker,47,45
12,Short Term Visitor,16,11
13,Home Worker,63,54
13,Inbound Commuter,5,6
13,Long Term Visitor,34,22
13,Outbound Commuter,9,8
13,Resident Worker,96,92
13,Short Term Visitor,20,22
14,Home Worker,5,7
14,Inbound Commuter,1,1
14,Resident Worker,7,4
14,Short Term Visitor,2,2
15,Home Worker,1,1
15,Long Term Visitor,5,2
15,Outbound Commuter,1,1
15,Resident Worker,5,4
16,Home Worker,2,2
16,Inbound Commuter,1,1
16,Long Term Visitor,4,7
16,Outbound Commuter,1,1
16,Resident Worker,3,1
16,Short Term Visitor,1,3
17,Home Worker,79,77
17,Inbound Commuter,17,15
17,Long Term Visitor,31,28
17,Outbound Commuter,17,20
17,Resident Worker,105,96
17,Short Term Visitor,44,42
18,Home Worker,25,26
18,Inbound Commuter,6,2
18,Long Term Visitor,11,9
18,Outbound Commuter,6,3
18,Resident Worker,21,20
18,Short Term Visitor,3,2
19,Home Worker,20,22
19,Inbound Commuter,3,1
19,Long Term Visitor,5,4
19,Outbound Commuter,3,2
19,Resident Worker,25,23
19,Short Term Visitor,2,2
20,Home Worker,14,9
20,Inbound Commuter,2,3
20,Long Term Visitor,4,3
20,Resident Worker,9,16
20,Short Term Visitor,8,5
21,Home Worker,11,10
21,Inbound Commuter,1,1
21,Long Term Visitor,4,7
21,Resident Worker,18,16
21,Short Term Visitor,3,3
22,Home Worker,3,4
22,Outbound Commuter,1,2
22,Resident Worker,5,5
22,Short Term Visitor,1,1
23,Home Worker,3,2
23,Long Term Visitor,2,2
23,Outbound Commuter,3,3
23,Resident Worker,8,10
23,Short Term Visitor,2,2
24,Home Worker,17,20
24,Long Term Visitor,1,3
24,Outbound Commuter,5,5
24,Resident Worker,23,24
24,Short Term Visitor,5,4
25,Home Worker,32,33
25,Inbound Commuter,1,1
25,Long Term Visitor,70,96
25,Outbound Commuter,7,5
25,Resident Worker,45,46
25,Short Term Visitor,17,14
26,Home Worker,10,11
26,Inbound Commuter,3,2
26,Long Term Visitor,30,9
26,Outbound Commuter,6,5
