Zone,Subscriber_Class,Outbound,Inbound
1,Home Worker,30,29
1,Inbound Commuter,5,3
1,Long Term Visitor,14,15
1,Outbound Commuter,6,4
1,Resident Worker,53,51
1,Short Term Visitor,23,23
2,Home Worker,57,57
2,Inbound Commuter,10,13
2,Long Term Visitor,21,26
2,Outbound Commuter,13,14
2,Resident Worker,95,99
2,Short Term Visitor,21,22
3,Home Worker,64,64
3,Inbound Commuter,25,23
3,Long Term Visitor,41,31
3,Outbound Commuter,9,9
3,Resident Worker,106,105
3,Short Term Visitor,32,39
4,Home Worker,6,6
4,Inbound Commuter,1,1
4,Long Term Visitor,2,1
4,Resident Worker,10,9
4,Short Term Visitor,1,1
5,Home Worker,23,20
5,Inbound Commuter,3,1
5,Outbound Commuter,4,4
5,Resident Worker,29,25
5,Short Term Visitor,6,6
6,Home Worker,7,6
6,Inbound Commuter,2,1
6,Long Term Visitor,1,2
6,Outbound Commuter,1,1
6,Resident Worker,9,8
6,Short Term Visitor,2,3
7,Home Worker,3,3
7,Inbound Commuter,1,1
7,Long Term Visitor,2,3
7,Outbound Commuter,2,2
7,Resident Worker,8,9
8,Home Worker,20,21
8,Inbound Commuter,7,8
8,Long Term Visitor,10,9
8,Outbound Commuter,1,1
8,Resident Worker,35,33
8,Short Term Visitor,7,11
9,Home Worker,3,5
9,Inbound Commuter,5,5
9,Long Term Visitor,2,2
9,Outbound Commuter,1,2
9,Resident Worker,9,10
9,Short Term Visitor,1,1
11,Home Worker,7,8
11,Inbound Commuter,6,3
11,Long Term Visitor,3,5
11,Outbound Commuter,2,2
11,Resident Worker,12,13
11,Short Term Visitor,6,7
12,Home Worker,42,42
12,Inbound Commuter,5,5
12,Long Term Visitor,15,9
12,Outbound Commuter,9,8
12,Resident Worker,57,58
12,Short Term Visitor,4,3
13,Home Worker,92,86
13,Inbound Commuter,3,2
13,Long Term Visitor,28,20
13,Outbound Commuter,3,4
13,Resident Worker,111,114
13,Short Term Visitor,13,16
14,Home Worker,14,14
14,Outbound Commuter,1,1
14,Resident Worker,14,12
14,Short Term Visitor,1,1
15,Home Worker,3,5
15,Inbound Commuter,3,2
15,Resident Worker,4,4
16,Long Term Visitor,4,2
17,Home Worker,76,77
17,Inbound Commuter,23,22
17,Long Term Visitor,26,29
17,Outbound Commuter,11,10
17,Resident Worker,115,118
17,Short Term Visitor,34,39
18,Home Worker,29,30
18,Inbound Commuter,7,7
18,Long Term Visitor,9,6
18,Outbound Commuter,6,4
18,Resident Worker,43,40
18,Short Term Visitor,11,12
19,Home Worker,13,15
19,Inbound Commuter,6,6
19,Long Term Visitor,7,6
19,Outbound Commuter,2,3
19,Resident Worker,37,36
19,Short Term Visitor,5,6
20,Home Worker,10,10
20,Inbound Commuter,4,4
20,Long Term Visitor,4,5
20,Outbound Commuter,4,3
20,Resident Worker,18,19
20,Short Term Visitor,14,12
21,Home Worker,15,16
21,Inbound Commuter,5,4
21,Long Term Visitor,4,3
21,Outbound Commuter,1,1
21,Resident Worker,20,17
21,Short Term Visitor,3,4
22,Home Worker,11,11
22,Inbound Commuter,4,3
22,Long Term Visitor,2,1
22,Resident Worker,17,14
22,Short Term Visitor,8,8
23,Home Worker,13,12
23,Inbound Commuter,3,4
23,Outbound Commuter,1,1
23,Resident Worker,15,20
23,Short Term Visitor,3,4
24,Home Worker,26,22
24,Inbound Commuter,2,2
24,Outbound Commuter,2,3
24,Resident Worker,28,29
24,Short Term Visitor,5,5
25,Home Worker,31,31
25,Inbound Commuter,4,5
25,Long Term Visitor,42,28
25,Outbound Commuter,6,5
25,Resident Worker,52,52
25,Short Term Visitor,14,14
26,Home Worker,15,16
26,Inbound Commuter,7,6
26,Long Term Visitor,13,10
26,Outbound Commuter,3,3
26,Resident Worker,17,21
26,Short Term Visitor,2,3
27,Home Worker,51,51
27,Inbound Commuter,12,10
27,Long Term Visitor,34,39
27,Outbound Commuter,9,12
27,Resident Worker,83,98
27,Short Term Visitor,13,15
28,Long Term Visitor,2,2
28,Resident Worker,3,5
28,Short Term Visitor,3,3
29,Home Worker,1,1
29,Long Term Visitor,1,3
29,Outbound Commuter,1,1
29,Resident Worker,4,6
29,Short Term Visitor,1,1
30,Home Worker,55,51
30,Inbound Commuter,7,7
30,Long Term Visitor,15,12
30,Outbound Commuter,5,5
30,Resident Worker,91,95
30,Short Term Visitor,7,7
31,Home Worker,19,19
31,Inbound Commuter,3,4
31,Long Term Visitor,4,5
31,Outbound Commuter,7,6
31,Resident Worker,51,55
