Zone,Subscriber_Class,Outbound,Inbound
1,Home Worker,32,32
1,Inbound Commuter,4,6
1,Long Term Visitor,23,32
1,Outbound Commuter,1,3
1,Resident Worker,43,49
1,Short Term Visitor,19,20
2,Home Worker,65,55
2,Inbound Commuter,11,8
2,Long Term Visitor,44,40
2,Outbound Commuter,13,11
2,Resident Worker,97,94
2,Short Term Visitor,26,29
3,Home Worker,76,83
3,Inbound Commuter,25,26
3,Long Term Visitor,68,67
3,Outbound Commuter,18,17
3,Resident Worker,113,134
3,Short Term Visitor,58,46
4,Home Worker,4,3
4,Inbound Commuter,3,3
4,Long Term Visitor,4,3
4,Outbound Commuter,1,1
4,Resident Worker,15,13
4,Short Term Visitor,2,2
5,Home Worker,5,10
5,Long Term Visitor,3,2
5,Outbound Commuter,1,2
5,Resident Worker,18,19
5,Short Term Visitor,1,1
6,Home Worker,5,4
6,Long Term Visitor,4,2
6,Resident Worker,7,7
7,Home Worker,5,8
7,Long Term Visitor,4,3
7,Resident Worker,14,17
7,Short Term Visitor,3,6
8,Home Worker,24,27
8,Inbound Commuter,2,3
8,Long Term Visitor,15,17
8,Outbound Commuter,2,2
8,Resident Worker,49,53
8,Short Term Visitor,12,15
9,Home Worker,7,7
9,Outbound Commuter,6,6
9,Resident Worker,12,7
11,Home Worker,8,11
11,Inbound Commuter,1,2
11,Long Term Visitor,4,3
11,Resident Worker,17,14
11,Short Term Visitor,2,4
12,Home Worker,31,31
12,Inbound Commuter,8,6
12,Long Term Visitor,12,9
12,Outbound Commuter,6,4
12,Resident Worker,62,53
12,Short Term Visitor,12,7
13,Home Worker,84,85
13,Inbound Commuter,9,5
13,Long Term Visitor,28,25
13,Outbound Commuter,9,7
13,Resident Worker,129,122
13,Short Term Visitor,18,15
14,Home Worker,3,3
14,Long Term Visitor,1,1
14,Resident Worker,5,5
15,Home Worker,3,2
15,Inbound Commuter,1,2
15,Resident Worker,6,6
15,Short Term Visitor,2,2
16,Home Worker,5,4
16,Inbound Commuter,1,1
16,Long Term Visitor,1,1
16,Resident Worker,5,3
16,Short Term Visitor,4,3
17,Home Worker,89,92
17,Inbound Commuter,24,21
17,Long Term Visitor,58,60
