Zone,Subscriber_Class,Outbound,Inbound
1,Home Worker,32,34
1,Inbound Commuter,1,1
1,Long Term Visitor,20,18
1,Outbound Commuter,11,11
1,Resident Worker,41,47
1,Short Term Visitor,21,26
2,Home Worker,47,51
2,Inbound Commuter,10,9
2,Long Term Visitor,38,39
2,Outbound Commuter,5,6
2,Resident Worker,79,74
2,Short Term Visitor,25,22
3,Home Worker,62,63
3,Inbound Commuter,21,21
3,Long Term Visitor,43,63
3,Outbound Commuter,11,11
3,Resident Worker,96,89
3,Short Term Visitor,36,52
4,Home Worker,2,1
4,Long Term Visitor,5,3
4,Resident Worker,18,15
5,Home Worker,19,23
5,Inbound Commuter,2,1
5,Outbound Commuter,4,4
5,Resident Worker,16,15
5,Short Term Visitor,7,5
6,Home Worker,7,6
6,Inbound Commuter,2,2
6,Long Term Visitor,1,2
6,Resident Worker,4,3
7,Home Worker,2,2
7,Inbound Commuter,1,1
7,Long Term Visitor,2,2
7,Outbound Commuter,2,2
7,Resident Worker,9,9
7,Short Term Visitor,2,1
8,Home Worker,23,20
8,Inbound Commuter,7,7
8,Long Term Visitor,11,7
8,Outbound Commuter,5,4
8,Resident Worker,34,31
8,Short Term Visitor,10,10
9,Home Worker,4,6
9,Long Term Visitor,2,3
9,Resident Worker,4,5
9,Short Term Visitor,1,1
11,Home Worker,6,7
11,Long Term Visitor,6,3
11,Outbound Commuter,1,1
11,Resident Worker,16,15
11,Short Term Visitor,1,4
12,Home Worker,48,44
12,Inbound Commuter,3,2
12,Long Term Visitor,20,12
12,Outbound Commuter,6,4
12,Resident Worker,61,59
12,Short Term Visitor,13,8
13,Home Worker,56,55
13,Inbound Commuter,7,6
13,Long Term Visitor,16,19
13,Outbound Commuter,9,6
13,Resident Worker,85,80
13,Short Term Visitor,19,15
14,Home Worker,9,10
14,Long Term Visitor,4,5
14,Resident Worker,11,14
14,Short Term Visitor,2,2
15,Home Worker,7,8
15,Resident Worker,4,5
16,Home Worker,1,2
16,Long Term Visitor,5,4
16,Short Term Visitor,2,1
17,Home Worker,94,89
17,Inbound Commuter,15,14
17,Long Term Visitor,39,37
17,Outbound Commuter,10,11
17,Resident Worker,108,111
17,Short Term Visitor,44,46
18,Home Worker,23,21
18,Inbound Commuter,1,3
18,Long Term Visitor,6,1
18,Outbound Commuter,3,1
18,Resident Worker,24,24
18,Short Term Visitor,2,5
19,Home Worker,19,17
19,Inbound Commuter,5,3
19,Long Term Visitor,12,10
19,Outbound Commuter,3,3
19,Resident Worker,48,44
19,Short Term Visitor,8,12
20,Home Worker,10,11
20,Inbound Commuter,2,2
20,Long Term Visitor,2,3
20,Outbound Commuter,3,3
20,Resident Worker,21,18
20,Short Term Visitor,2,3
21,Home Worker,18,18
21,Long Term Visitor,7,7
21,Outbound Commuter,2,2
21,Resident Worker,29,27
21,Short Term Visitor,9,7
22,Home Worker,7,8
22,Inbound Commuter,1,1
22,Long Term Visitor,4,3
22,Outbound Commuter,2,3
22,Resident Worker,8,8
22,Short Term Visitor,4,2
23,Home Worker,8,10
23,Inbound Commuter,2,1
23,Long Term Visitor,7,5
23,Resident Worker,12,14
23,Short Term Visitor,4,3
24,Home Worker,21,28
24,Long Term Visitor,5,3
24,Outbound Commuter,3,3
24,Resident Worker,27,31
24,Short Term Visitor,3,2
25,Home Worker,25,23
25,Inbound Commuter,1,2
25,Long Term Visitor,115,115
25,Outbound Commuter,6,6
25,Resident Worker,37,34
25,Short Term Visitor,22,23
26,Home Worker,15,15
26,Inbound Commuter,1,1
26,Long Term Visitor,24,8
26,Outbound Commuter,3,3
26,Resident Worker,12,19
26,Short Term Visitor,7,3
27,Home Worker,50,47
27,Inbound Commuter,2,1
27,Long Term Visitor,22,25
27,Outbound Commuter,8,10
27,Resident Worker,70,77
27,Short Term Visitor,19,15
28,Home Worker,6,4
28,Long Term Visitor,2,2
28,Resident Worker,5,6
28,Short Term Visitor,3,4
29,Home Worker,1,1
29,Inbound Commuter,1,1
29,Long Term Visitor,1,1
29,Resident Worker,4,6
29,Short Term Visitor,3,1
30,Home Worker,54,49
30,Inbound Commuter,6,5
30,Long Term Visitor,9,11
30,Outbound Commuter,7,9
30,Resident Worker,75,70
30,Short Term Visitor,14,14
31,Home Worker,21,17
31,Long Term Visitor,13,12
31,Outbound Commuter,3,5
31,Resident Worker,50,46
31,Short Term Visitor,4,2
32,Home Worker,14,15
32,Long Term Visitor,3,5
32,Outbound Commuter,1,1
32,Resident Worker,18,17
32,Short Term Visitor,3,8
33,Home Worker,23,22
33,Inbound Commuter,2,3
33,Long Term Visitor,5,5
33,Outbound Commuter,1,1
33,Resident Worker,32,33
33,Short Term Visitor,3,3
34,Home Worker,13,11
34,Inbound Commuter,2,3
34,Long Term Visitor,1,3
34,Resident Worker,16,17
34,Short Term Visitor,3,3
35,Home Worker,17,16
35,Long Term Visitor,3,4
35,Outbound Commuter,1,1
35,Resident Worker,18,19
35,Short Term Visitor,6,7
36,Home Worker,29,31
36,Long Term Visitor,11,8
36,Outbound Commuter,4,5
36,Resident Worker,52,48
36,Short Term Visitor,2,3
37,Home Worker,35,33
37,Inbound Commuter,2,2
37,Long Term Visitor,15,12
37,Outbound Commuter,8,5
37,Resident Worker,81,78
37,Short Term Visitor,4,6
38,Home Worker,40,45
38,Inbound Commuter,5,5
38,Long Term Visitor,62,70
38,Outbound Commuter,10,12
38,Resident Worker,75,73
38,Short Term Visitor,17,17
39,Home Worker,30,28
39,Inbound Commuter,4,4
39,Long Term Visitor,24,21
39,Outbound Commuter,1,2
39,Resident Worker,41,45
39,Short Term Visitor,9,8
40,Home Worker,37,33
40,Inbound Commuter,7,5
40,Long Term Visitor,19,8
40,Outbound Commuter,1,2
40,Resident Worker,43,46
40,Short Term Visitor,9,13
41,Home Worker,36,36
41,Long Term Visitor,9,10
41,Outbound Commuter,8,7
41,Resident Worker,59,67
41,Short Term Visitor,3,4
42,Home Worker,11,15
42,Long Term Visitor,6,7
42,Resident Worker,25,24
43,Home Worker,15,13
43,Long Term Visitor,13,16
43,Outbound Commuter,2,2
43,Resident Worker,28,24
43,Short Term Visitor,2,2
44,Home Worker,8,7
44,Inbound Commuter,2,3
44,Long Term Visitor,2,5
44,Resident Worker,8,7
44,Short Term Visitor,1,1
45,Home Worker,10,10
45,Inbound Commuter,5,4
45,Long Term Visitor,8,7
45,Resident Worker,21,18
45,Short Term Visitor,4,3
46,Home Worker,5,6
46,Inbound Commuter,1,1
46,Long Term Visitor,2,6
46,Resident Worker,3,5
47,Home Worker,16,18
47,Inbound Commuter,3,2
47,Long Term Visitor,8,4
47,Outbound Commuter,1,1
47,Resident Worker,15,23
47,Short Term Visitor,4,3
48,Home Worker,23,28
48,Inbound Commuter,5,3
48,Long Term Visitor,145,135
48,Outbound Commuter,3,5
48,Resident Worker,58,55
48,Short Term Visitor,38,26
49,Home Worker,33,36
49,Inbound Commuter,6,6
49,Long Term Visitor,30,30
49,Outbound Commuter,6,6
49,Resident Worker,61,60
49,Short Term Visitor,9,12
50,Home Worker,20,24
50,Inbound Commuter,2,2
50,Long Term Visitor,8,4
50,Outbound Commuter,2,3
50,Resident Worker,26,29
50,Short Term Visitor,1,2
51,Home Worker,10,8
51,Long Term Visitor,3,5
51,Resident Worker,13,19
52,Home Worker,11,10
52,Long Term Visitor,3,3
52,Outbound Commuter,2,1
52,Resident Worker,14,14
53,Home Worker,36,39
53,Long Term Visitor,22,19
53,Outbound Commuter,9,9
53,Resident Worker,84,77
53,Short Term Visitor,8,6
54,Home Worker,43,41
54,Long Term Visitor,20,14
54,Outbound Commuter,9,8
54,Resident Worker,77,75
54,Short Term Visitor,8,9
55,Home Worker,28,26
55,Long Term Visitor,18,13
55,Outbound Commuter,9,11
55,Resident Worker,32,28
55,Short Term Visitor,2,2
56,Home Worker,11,11
56,Long Term Visitor,3,4
56,Resident Worker,11,7
57,Home Worker,5,5
57,Long Term Visitor,4,4
57,Resident Worker,10,14
58,Home Worker,4,3
58,Long Term Visitor,12,6
58,Outbound Commuter,1,1
58,Resident Worker,10,9
58,Short Term Visitor,5,3
59,Home Worker,24,24
59,Long Term Visitor,7,12
59,Resident Worker,32,42
59,Short Term Visitor,2,1
60,Home Worker,22,21
60,Inbound Commuter,3,2
60,Long Term Visitor,14,8
60,Outbound Commuter,5,6
60,Resident Worker,47,48
60,Short Term Visitor,3,2
61,Home Worker,5,8
61,Long Term Visitor,7,4
61,Resident Worker,12,8
62,Home Worker,13,9
62,Inbound Commuter,2,2
62,Long Term Visitor,6,3
62,Outbound Commuter,1,2
62,Resident Worker,7,9
63,Home Worker,30,24
63,Inbound Commuter,1,2
63,Long Term Visitor,38,27
63,Outbound Commuter,6,4
63,Resident Worker,31,35
63,Short Term Visitor,6,8
64,Home Worker,63,56
64,Inbound Commuter,8,7
64,Long Term Visitor,49,60
64,Outbound Commuter,7,5
64,Resident Worker,97,101
64,Short Term Visitor,20,22
65,Home Worker,38,38
65,Inbound Commuter,1,2
65,Long Term Visitor,6,5
65,Outbound Commuter,1,1
65,Resident Worker,39,36
65,Short Term Visitor,1,1
66,Home Worker,8,12
66,Long Term Visitor,3,2
66,Resident Worker,13,11
67,Home Worker,35,37
67,Inbound Commuter,4,2
67,Long Term Visitor,15,8
67,Outbound Commuter,3,2
67,Resident Worker,50,52
67,Short Term Visitor,5,5
68,Home Worker,40,40
68,Inbound Commuter,3,4
68,Long Term Visitor,18,12
68,Outbound Commuter,3,4
68,Resident Worker,56,59
68,Short Term Visitor,6,10
69,Home Worker,14,15
69,Long Term Visitor,3,4
69,Outbound Commuter,1,1
69,Resident Worker,24,26
69,Short Term Visitor,1,1
70,Home Worker,37,34
70,Long Term Visitor,19,18
70,Outbound Commuter,2,3
70,Resident Worker,31,43
70,Short Term Visitor,5,4
71,Home Worker,20,20
71,Inbound Commuter,2,3
71,Long Term Visitor,19,18
71,Resident Worker,22,27
71,Short Term Visitor,5,8
72,Home Worker,20,23
72,Inbound Commuter,1,1
72,Long Term Visitor,9,9
72,Resident Worker,43,45
72,Short Term Visitor,2,2
73,Home Worker,29,33
73,Inbound Commuter,1,1
73,Long Term Visitor,1,3
73,Outbound Commuter,3,3
73,Resident Worker,49,51
73,Short Term Visitor,5,4
74,Home Worker,24,25
74,Inbound Commuter,1,1
74,Long Term Visitor,3,3
74,Resident Worker,25,23
74,Short Term Visitor,2,4
75,Home Worker,51,49
75,Inbound Commuter,2,1
75,Long Term Visitor,9,5
75,Outbound Commuter,4,3
75,Resident Worker,68,75
75,Short Term Visitor,3,2
76,Home Worker,10,13
76,Long Term Visitor,2,2
76,Outbound Commuter,2,2
76,Resident Worker,15,10
76,Short Term Visitor,1,2
77,Home Worker,30,33
77,Long Term Visitor,18,20
77,Resident Worker,45,49
77,Short Term Visitor,6,7
78,Home Worker,25,23
78,Long Term Visitor,6,3
78,Outbound Commuter,3,2
78,Resident Worker,41,39
78,Short Term Visitor,3,3
79,Home Worker,9,10
79,Inbound Commuter,1,1
79,Long Term Visitor,1,2
