Zone,Subscriber_Class,Outbound,Inbound
1,Home Worker,24,26
1,Inbound Commuter,5,5
1,Long Term Visitor,18,12
1,Outbound Commuter,6,9
1,Resident Worker,38,44
1,Short Term Visitor,21,18
2,Home Worker,43,38
2,Inbound Commuter,10,10
2,Long Term Visitor,44,35
2,Outbound Commuter,12,8
2,Resident Worker,102,98
2,Short Term Visitor,21,22
3,Home Worker,52,51
3,Inbound Commuter,22,21
3,Long Term Visitor,43,36
3,Outbound Commuter,10,9
3,Resident Worker,108,119
3,Short Term Visitor,35,34
4,Home Worker,6,6
4,Long Term Visitor,2,1
4,Outbound Commuter,3,4
4,Resident Worker,7,8
5,Home Worker,14,15
5,Long Term Visitor,2,1
5,Outbound Commuter,1,1
5,Resident Worker,25,25
5,Short Term Visitor,3,3
6,Home Worker,8,8
6,Long Term Visitor,2,3
6,Resident Worker,8,10
6,Short Term Visitor,3,3
7,Home Worker,9,9
7,Inbound Commuter,2,1
7,Long Term Visitor,2,3
7,Outbound Commuter,1,1
7,Resident Worker,13,14
8,Home Worker,19,20
8,Inbound Commuter,6,7
8,Long Term Visitor,7,7
8,Outbound Commuter,1,1
8,Resident Worker,24,19
8,Short Term Visitor,10,11
9,Home Worker,11,11
9,Inbound Commuter,3,3
9,Long Term Visitor,2,2
9,Resident Worker,10,9
11,Home Worker,6,5
11,Inbound Commuter,3,3
11,Long Term Visitor,4,2
11,Outbound Commuter,2,2
11,Resident Worker,5,8
11,Short Term Visitor,2,3
12,Home Worker,50,48
12,Long Term Visitor,13,14
12,Outbound Commuter,9,11
12,Resident Worker,54,51
12,Short Term Visitor,16,16
13,Home Worker,66,66
13,Inbound Commuter,4,4
13,Long Term Visitor,31,17
13,Outbound Commuter,8,7
13,Resident Worker,99,96
13,Short Term Visitor,4,3
14,Home Worker,4,3
14,Resident Worker,6,7
15,Home Worker,2,2
15,Inbound Commuter,2,1
15,Resident Worker,7,7
16,Home Worker,2,3
16,Resident Worker,3,3
16,Short Term Visitor,1,1
17,Home Worker,65,64
17,Inbound Commuter,23,22
17,Long Term Visitor,29,35
17,Outbound Commuter,10,9
17,Resident Worker,92,99
17,Short Term Visitor,30,42
18,Home Worker,30,33
18,Inbound Commuter,4,4
18,Long Term Visitor,6,3
18,Outbound Commuter,3,3
18,Resident Worker,43,44
18,Short Term Visitor,5,7
19,Home Worker,24,23
19,Inbound Commuter,3,3
19,Long Term Visitor,5,2
19,Outbound Commuter,5,4
19,Resident Worker,28,23
19,Short Term Visitor,9,8
20,Home Worker,19,22
20,Inbound Commuter,1,1
20,Long Term Visitor,5,4
20,Resident Worker,22,20
20,Short Term Visitor,8,7
21,Home Worker,14,14
21,Inbound Commuter,4,3
21,Long Term Visitor,3,4
21,Resident Worker,18,17
21,Short Term Visitor,10,4
22,Home Worker,10,9
22,Inbound Commuter,5,5
22,Long Term Visitor,2,2
22,Resident Worker,17,14
22,Short Term Visitor,3,2
23,Home Worker,8,9
23,Inbound Commuter,2,3
23,Long Term Visitor,1,1
23,Resident Worker,19,15
23,Short Term Visitor,2,3
24,Home Worker,17,11
24,Inbound Commuter,2,2
24,Long Term Visitor,2,2
24,Resident Worker,27,30
24,Short Term Visitor,4,3
25,Home Worker,27,28
25,Inbound Commuter,5,6
25,Long Term Visitor,73,110
25,Outbound Commuter,7,5
25,Resident Worker,52,53
25,Short Term Visitor,24,31
26,Home Worker,28,30
26,Inbound Commuter,8,6
26,Long Term Visitor,40,6
26,Outbound Commuter,4,2
26,Resident Worker,25,34
26,Short Term Visitor,10,2
27,Home Worker,37,39
27,Inbound Commuter,6,7
27,Long Term Visitor,35,38
27,Outbound Commuter,7,8
27,Resident Worker,95,101
27,Short Term Visitor,4,7
28,Home Worker,4,3
28,Inbound Commuter,3,3
28,Long Term Visitor,1,1
28,Resident Worker,11,8
28,Short Term Visitor,2,4
29,Inbound Commuter,2,2
29,Resident Worker,5,3
29,Short Term Visitor,1,2
30,Home Worker,57,48
30,Inbound Commuter,7,5
30,Long Term Visitor,20,14
30,Outbound Commuter,7,7
30,Resident Worker,83,96
30,Short Term Visitor,3,3
31,Home Worker,21,17
31,Inbound Commuter,2,1
31,Long Term Visitor,9,6
31,Outbound Commuter,5,4
31,Resident Worker,48,49
31,Short Term Visitor,4,3
32,Home Worker,15,13
32,Inbound Commuter,3,2
32,Long Term Visitor,4,3
32,Resident Worker,23,26
32,Short Term Visitor,5,5
33,Home Worker,23,23
33,Inbound Commuter,4,4
33,Long Term Visitor,9,4
33,Outbound Commuter,3,1
33,Resident Worker,46,46
33,Short Term Visitor,5,8
34,Home Worker,20,19
34,Inbound Commuter,8,8
34,Long Term Visitor,3,3
34,Resident Worker,22,21
34,Short Term Visitor,5,1
35,Home Worker,15,16
35,Inbound Commuter,3,2
35,Long Term Visitor,3,1
35,Resident Worker,19,22
