origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,136,0,0,0,0,2,3,8,20,13,8,8,9,11,13,10,6,8,6,2,2,3,2,1,1,1,153,0,0,0,0,0,0,2,5,10,10,7,8,13,9,12,10,12,13,12,12,3,5,3,7
2,288,0,0,0,0,1,6,13,23,20,20,20,19,24,18,23,18,20,13,16,11,13,4,5,1,2,288,0,1,1,0,0,1,3,8,15,19,21,17,19,20,18,20,24,16,24,23,14,11,9,4
3,337,2,0,0,1,1,4,5,17,21,20,18,25,23,24,18,22,29,26,27,21,16,9,7,1,3,342,0,1,0,0,1,2,6,15,30,23,24,23,26,17,29,23,17,23,24,12,15,14,8,7
4,24,1,0,0,0,0,0,2,2,1,3,4,1,2,0,2,0,1,2,2,0,1,0,0,0,4,22,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,2,0,5,2,1,1,3,1,0
5,62,0,1,0,1,0,2,3,7,3,4,6,3,3,3,2,6,2,6,2,4,3,1,0,0,5,64,0,0,0,0,0,0,2,3,7,1,2,5,3,3,5,3,4,2,7,1,7,6,1,2
6,21,0,1,0,0,0,0,1,1,1,2,3,1,1,0,3,3,0,1,0,3,0,0,0,0,6,18,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,2,1,1,3,0,0,0,1,0
7,33,0,0,0,0,0,0,1,4,5,1,1,2,5,1,2,4,3,1,1,0,1,1,0,0,7,28,0,0,0,0,0,0,0,3,0,3,1,2,0,1,2,1,3,1,3,2,2,2,0,2
8,94,0,1,1,0,0,2,3,5,4,5,4,4,7,7,7,13,8,7,7,3,3,2,1,0,8,92,0,1,0,0,0,0,1,1,11,5,6,5,14,7,5,5,8,9,6,3,2,1,1,1
9,23,0,0,0,0,0,2,2,2,2,1,2,0,2,1,2,0,2,2,0,1,0,1,1,0,9,24,0,0,0,0,0,0,0,4,1,3,2,0,0,4,0,2,0,1,2,1,3,0,0,1
11,38,0,0,0,0,0,2,2,3,4,1,3,2,2,3,2,5,2,2,0,3,1,1,0,0,11,44,0,0,0,0,0,0,1,2,3,2,2,4,4,2,5,2,5,4,1,1,3,1,1,0
12,140,3,1,0,0,2,7,11,18,10,9,12,11,6,8,6,3,4,4,5,10,4,2,3,1,12,145,0,2,0,0,0,1,4,6,7,3,9,12,9,8,6,10,9,8,15,8,11,10,4,2
13,236,1,0,0,0,1,4,20,17,24,26,19,17,11,13,11,10,14,13,11,11,6,5,2,0,13,234,0,2,0,0,0,0,3,6,10,13,14,13,10,16,23,19,22,20,14,17,10,10,7,4
14,19,0,0,0,0,0,1,0,1,2,1,1,0,3,1,0,2,1,3,1,1,0,0,0,1,14,18,0,0,0,0,0,0,0,2,4,1,1,0,0,2,0,2,2,0,0,1,3,0,0,0
15,20,0,0,0,0,0,1,1,1,1,0,3,1,0,3,1,2,0,2,1,0,1,2,0,0,15,16,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,2,0,1,1,2,0,0,0,2
16,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,1,0,0,1,0,1,0,0,16,13,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,2,1,1,1,0,1,0,0
17,372,0,0,0,1,0,3,5,11,5,13,11,20,27,33,27,30,33,40,29,26,22,22,13,1,17,391,0,1,0,0,0,1,10,5,27,31,21,28,27,39,26,27,30,34,31,17,19,9,6,1
18,92,0,0,0,0,2,4,3,6,8,3,5,5,3,4,5,7,13,12,7,1,3,1,0,0,18,90,0,0,2,0,0,2,3,0,3,8,1,6,9,3,3,8,10,7,9,4,2,2,7,1
19,115,1,0,0,0,1,3,3,3,7,5,7,8,6,8,6,16,11,7,2,7,5,5,3,1,19,111,0,1,0,0,0,2,5,7,9,7,8,8,3,9,9,7,6,7,5,6,6,2,4,0
20,73,0,0,0,0,1,3,2,3,3,8,3,4,4,3,4,7,5,2,5,6,3,4,1,2,20,72,0,1,0,0,0,1,5,3,2,2,3,7,6,2,4,2,5,2,8,5,3,1,4,2
