origin_zone,destination_zone,count2
1,1,20
1,2,1
1,3,8
1,6,1
1,8,1
1,13,6
1,16,1
1,17,6
1,18,1
1,19,2
1,20,1
1,21,1
1,30,1
1,31,1
1,33,1
1,34,1
1,37,1
1,39,4
1,40,1
1,41,1
1,43,2
1,44,2
1,49,2
1,50,1
1,53,1
1,63,1
1,64,5
1,65,1
1,67,1
1,73,1
1,75,2
1,87,1
1,89,1
1,103,1
1,109,1
1,112,1
1,117,1
1,123,1
1,137,1
1,225,1
1,226,1
1,301,1
1,446,1
1,457,1
1,458,1
1,477,1
1,481,1
1,500,1
1,589,1
1,594,1
1,601,1
1,666,1
1,674,1
1,712,1
1,741,1
1,758,1
1,798,1
1,815,1
1,822,1
1,889,1
1,897,2
1,902,1
1,903,2
1,904,1
1,917,2
1,922,1
1,935,1
1,948,1
1,977,1
1,4000,17
1,4001,1
1,4003,5
1,4004,1
1,4005,1
2,1,1
2,2,26
2,3,2
2,5,1
2,6,1
2,8,4
2,13,5
2,17,5
2,18,1
2,20,1
2,21,1
2,22,3
2,24,1
2,25,2
2,27,7
2,30,6
2,31,1
2,34,2
2,35,2
2,36,1
2,37,4
2,38,8
2,39,7
2,40,4
2,41,1
2,44,2
2,47,3
2,49,1
2,50,3
2,53,1
2,54,1
2,55,1
2,59,1
2,60,2
2,62,2
2,63,3
2,64,1
2,65,3
2,67,2
2,70,2
2,71,1
2,73,2
2,75,3
2,76,1
2,78,1
2,82,2
2,84,1
2,89,1
2,93,2
2,94,1
2,95,1
2,99,1
2,101,1
2,106,1
2,112,1
2,122,1
2,125,1
2,126,1
2,148,1
2,154,1
2,159,1
2,162,1
2,177,1
2,189,1
2,194,1
2,199,1
2,211,1
2,221,1
2,225,1
2,228,1
2,229,2
2,325,1
2,344,1
2,350,1
2,354,1
2,377,1
2,428,1
2,439,1
2,448,1
2,451,1
2,458,1
2,462,1
2,465,1
2,472,1
2,485,1
2,489,2
2,494,1
2,501,1
2,590,1
2,604,1
2,630,1
2,698,1
2,708,1
2,713,1
2,715,1
2,725,1
2,726,1
2,730,1
2,739,1
2,742,1
2,799,1
2,803,1
2,805,1
2,817,1
2,820,2
2,821,1
2,849,1
2,880,1
2,898,1
2,899,1
2,903,3
2,911,1
2,914,1
2,929,1
2,933,1
2,970,1
2,972,1
2,977,1
2,1019,1
2,1047,1
2,1075,1
2,1104,1
2,1109,1
2,1144,1
2,1241,1
2,1270,1
2,1296,1
2,4000,33
2,4001,2
2,4003,13
2,4004,2
2,4005,4
3,1,6
3,2,3
3,3,22
3,5,2
3,8,1
3,9,3
3,12,2
3,13,11
3,14,2
3,17,1
3,18,1
3,19,1
3,21,3
3,23,1
3,24,1
3,25,2
3,26,2
3,27,3
3,30,1
3,31,1
3,32,3
3,33,4
3,34,3
3,35,2
3,36,1
3,37,6
3,38,3
3,39,3
3,40,3
3,41,1
3,42,1
3,43,2
3,44,1
3,45,1
3,46,1
3,48,1
3,49,6
3,50,2
3,54,4
3,55,4
3,60,1
3,62,2
3,64,6
3,68,2
3,71,1
3,72,4
3,73,1
3,74,1
3,76,2
3,77,1
3,81,1
3,82,1
3,91,1
3,93,1
3,94,1
3,102,1
3,105,1
3,109,1
3,112,2
3,120,1
3,123,1
3,124,3
3,125,2
3,127,1
3,130,1
3,131,1
3,133,1
3,135,2
3,144,2
3,146,1
3,147,1
3,148,1
3,150,2
3,171,1
3,182,1
3,188,1
3,201,1
3,203,1
3,213,1
3,214,1
3,216,1
3,218,1
