origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total1,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
1,141,0,1,0,0,1,7,9,12,11,9,11,8,8,4,9,9,12,9,8,2,5,2,4,0,1,139,0,0,0,1,0,1,4,2,3,5,10,7,9,9,14,7,11,12,10,9,4,11,8,2
2,278,0,0,0,0,0,7,15,12,25,19,14,17,19,25,23,20,16,20,13,7,12,9,5,0,2,267,0,0,1,0,0,1,3,10,14,16,16,14,17,15,20,14,28,16,24,29,13,7,4,5
3,312,3,1,0,0,2,7,8,10,15,22,23,16,27,28,19,19,24,26,21,15,12,7,6,1,3,310,0,2,1,1,1,1,10,14,24,28,29,21,21,25,14,20,16,24,20,16,6,7,6,3
4,13,0,0,0,0,0,1,1,1,0,3,1,1,0,0,2,2,0,1,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,1,1,0,1,0,0,0,1,0
5,55,0,0,1,0,1,3,5,4,3,4,5,3,3,2,3,2,3,5,1,3,3,1,0,0,5,51,0,0,1,0,0,0,2,2,3,2,3,1,1,4,4,1,3,3,4,6,2,5,3,1
6,18,0,0,0,0,0,0,0,3,0,0,2,2,1,1,1,2,1,4,0,0,0,1,0,0,6,19,0,0,0,0,0,1,0,2,1,0,2,2,1,1,3,2,3,0,0,0,1,0,0,0
7,30,0,0,0,0,0,1,1,3,3,2,1,2,4,2,1,3,2,2,1,1,0,1,0,0,7,26,0,0,0,0,0,1,1,2,2,3,0,0,2,4,1,1,2,1,1,1,1,1,1,0
8,95,1,0,0,0,0,1,1,3,4,3,3,7,5,12,7,12,11,7,5,2,6,1,4,0,8,95,0,0,0,0,0,0,6,4,4,12,7,5,8,7,6,8,5,7,5,4,2,2,2,1
9,28,0,0,0,0,1,1,0,1,2,2,2,3,0,1,3,3,3,2,1,1,1,1,0,0,9,24,0,0,0,0,0,1,1,1,2,1,1,0,2,0,3,3,3,2,0,1,1,2,0,0
11,34,0,0,0,0,0,2,2,2,3,2,4,1,1,4,1,3,3,5,1,0,0,0,0,0,11,32,0,0,0,0,0,0,0,3,2,1,2,2,2,2,5,2,2,2,2,2,1,0,2,0
12,135,0,0,1,0,2,10,17,8,12,11,8,6,4,4,9,6,7,1,11,9,4,4,1,0,12,135,0,1,0,1,0,0,2,1,5,10,6,9,7,9,4,8,10,14,15,13,8,5,5,2
13,229,0,0,0,0,1,10,21,17,25,11,14,16,12,16,13,7,20,10,13,12,10,1,0,0,13,245,0,1,0,0,0,0,6,9,5,15,11,14,9,18,20,22,23,21,19,19,8,11,6,8
14,32,0,0,0,0,0,1,2,4,1,0,1,0,2,2,2,3,3,2,1,3,4,0,1,0,14,27,0,0,0,0,0,0,1,1,2,2,0,1,1,1,2,4,4,1,1,2,2,1,1,0
15,17,0,0,0,0,0,0,2,1,1,0,1,2,1,0,2,2,0,0,0,2,2,1,0,0,15,16,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,3,1,2,2,0,0,1
16,15,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,3,1,2,0,0,0,0,1,0,16,16,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,3,1,1,1,1,0,1,1,0
17,353,0,0,2,0,0,3,5,10,9,12,15,20,17,37,18,24,39,36,29,25,24,18,8,2,17,362,0,0,0,0,0,1,7,10,25,19,21,23,31,35,29,34,33,31,25,17,11,6,3,0
18,107,2,0,0,0,2,0,2,13,3,8,7,9,3,3,9,10,12,7,6,5,5,1,0,0,18,107,0,0,1,0,1,3,4,9,6,4,10,6,6,6,7,5,7,7,8,4,3,6,3,1
19,105,1,0,0,0,2,1,6,4,6,6,5,5,10,5,9,7,10,10,6,3,4,4,1,0,19,93,0,1,0,1,0,2,4,8,6,4,7,9,7,7,2,5,6,5,6,3,2,2,2,4
20,66,0,0,0,0,0,0,2,4,1,4,8,2,4,7,7,7,6,5,2,3,3,1,0,0,20,69,0,0,0,0,0,0,1,3,2,7,2,5,4,4,4,8,3,6,7,5,3,2,2,1
21,70,0,0,0,0,0,2,0,2,2,8,2,5,7,6,5,6,5,10,2,6,1,0,1,0,21,69,0,0,0,0,0,1,2,0,10,4,5,3,9,9,3,1,5,4,6,3,3,1,0,0
22,32,0,0,0,0,0,1,0,0,1,0,2,4,5,2,7,2,0,2,2,1,3,0,0,0,22,33,0,1,0,0,0,0,2,2,2,3,2,3,3,3,2,3,2,0,3,0,0,1,1,0
23,46,0,0,0,0,0,0,4,2,3,4,4,1,4,4,1,4,6,1,2,2,0,3,1,0,23,45,0,0,0,0,0,0,0,2,4,4,2,4,3,1,3,6,5,3,1,4,2,0,0,1
24,70,0,1,0,0,0,3,2,6,3,3,6,2,2,5,5,3,4,4,7,3,7,3,1,0,24,79,0,1,0,0,0,0,1,0,5,2,3,5,5,4,2,5,4,11,12,4,5,6,2,1
25,138,0,0,0,0,0,6,6,12,10,7,6,9,17,8,6,6,4,14,8,5,5,2,7,0,25,136,0,0,1,0,0,1,4,8,7,3,6,12,7,10,6,9,14,12,7,9,10,4,3,2
26,81,0,0,0,0,1,2,3,3,3,6,4,11,7,6,3,4,6,8,3,2,4,1,4,0,26,68,0,0,0,0,0,1,2,3,2,9,5,4,3,6,6,4,6,5,5,1,2,1,2,1
27,222,0,1,2,0,1,4,7,11,15,13,7,12,13,13,13,13,26,24,9,13,14,7,4,0,27,244,0,1,0,1,0,1,0,7,14,18,18,10,17,17,16,12,18,15,25,20,17,8,6,3
