Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time
0,897,784,20,Sun,Home Worker,OH,20.51,0,1
1,1040,949,20,Sun,Long Term Visitor,OO,50.75,0,1
4,717,1057,20,Sun,Resident Worker,OH,65.25,0,1
9,719,852,20,Sun,Resident Worker,OH,37.77,1,2
13,782,896,20,Sun,Resident Worker,OH,6.48,1,2
15,906,897,20,Sun,Home Worker,OH,4.42,0,1
17,593,711,20,Sun,Home Worker,OH,14.34,0,1
20,915,843,20,Sun,Home Worker,OH,60.93,0,1
23,797,902,20,Sun,Resident Worker,WH,7.55,0,1
27,946,949,20,Sun,Home Worker,OH,64.66,0,1
29,642,896,20,Sun,Resident Worker,WH,4.66,1,2
31,909,903,20,Sun,Long Term Visitor,OO,79.19,0,1
32,897,901,20,Sun,Home Worker,OH,6.69,1,2
33,747,598,20,Sun,Resident Worker,HO,63.15,0,1
34,598,747,20,Sun,Resident Worker,OH,63.15,3,4
46,935,787,20,Sun,Resident Worker,OH,18.28,0,1
51,805,494,20,Sun,Resident Worker,OH,50.63,0,1
52,807,901,20,Sun,Home Worker,OH,7.27,0,1
53,942,958,20,Sun,Outbound Commuter,OO,27.51,0,1
54,958,844,20,Sun,Outbound Commuter,OH,27.51,4,5
55,903,915,20,Sun,Resident Worker,WH,13.19,0,1
58,870,872,20,Sun,Resident Worker,WH,19.35,4,5
66,897,495,20,Sun,Resident Worker,OH,27.06,0,1
67,596,496,20,Sun,Home Worker,OH,21.4,1,2
69,1069,424,20,Sun,Resident Worker,OH,81.91,0,1
70,509,508,20,Sun,Home Worker,HH,30.76,0,1
79,824,880,20,Sun,Home Worker,OH,43.78,3,4
80,931,772,20,Sun,Home Worker,OH,68.26,1,2
83,1007,1007,20,Sun,Long Term Visitor,OO,61.59,0,1
88,632,442,20,Sun,Home Worker,OH,38.35,0,1
91,730,765,20,Sun,Home Worker,OH,74.05,2,3
95,712,951,20,Sun,Home Worker,OH,33.32,2,3
97,801,667,20,Sun,Resident Worker,OH,7.53,0,1
99,801,909,20,Sun,Resident Worker,HO,10.44,0,1
100,909,801,20,Sun,Resident Worker,OH,10.44,2,3
104,808,796,20,Sun,Home Worker,OH,19.4,4,5
106,775,713,20,Sun,Resident Worker,WH,16.37,1,2
107,872,739,20,Sun,Home Worker,HO,34.59,0,1
108,739,872,20,Sun,Home Worker,OH,34.59,0,1
109,815,832,20,Sun,Home Worker,OH,60.39,1,2
110,631,499,20,Sun,Home Worker,OO,23.25,0,1
114,948,958,20,Sun,Resident Worker,OH,46.15,4,5
115,304,319,20,Sun,Resident Worker,OH,77.11,0,1
116,906,917,20,Sun,Home Worker,OH,14.26,0,1
118,924,796,20,Sun,Outbound Commuter,HH,30.94,0,1
124,795,935,20,Sun,Home Worker,OH,55.66,0,1
126,804,1071,20,Sun,Home Worker,OH,42.72,2,3
127,952,1072,20,Sun,Home Worker,OH,44.95,1,2
128,650,645,20,Sun,Home Worker,OH,32.3,0,1
129,999,911,20,Sun,Resident Worker,WH,30.22,1,2
133,589,482,20,Sun,Home Worker,OH,19.19,0,1
134,932,935,20,Sun,Home Worker,OH,48.23,2,3
140,758,928,20,Sun,Home Worker,OH,8.37,4,5
141,1066,1066,20,Sun,Home Worker,HH,27.74,0,1
144,948,943,20,Sun,Long Term Visitor,OO,37.56,0,1
145,775,500,20,Sun,Home Worker,OH,12.43,1,2
146,635,1007,20,Sun,Resident Worker,OH,48.39,3,4
147,499,477,20,Sun,Home Worker,OH,55.04,1,2
149,554,432,20,Sun,Resident Worker,OH,54.79,2,3
150,971,977,20,Sun,Long Term Visitor,OO,37.33,0,1
152,914,934,20,Sun,Resident Worker,OH,12.41,0,1
155,730,715,20,Sun,Home Worker,HH,19.27,0,1
156,716,813,20,Sun,Home Worker,OH,22.43,0,1
160,792,909,20,Sun,Resident Worker,WH,7.68,1,2
173,903,903,20,Sun,Outbound Commuter,HH,7.76,0,1
175,635,496,20,Sun,Home Worker,OH,21.96,3,4
178,716,1075,20,Sun,Home Worker,OH,37.17,0,1
182,903,819,20,Sun,Resident Worker,OH,56.13,0,1
185,870,834,20,Sun,Resident Worker,WH,33.19,2,3
188,897,729,20,Sun,Resident Worker,OH,10.95,1,2
193,908,801,20,Sun,Long Term Visitor,OO,44.07,0,1
196,820,1057,20,Sun,Resident Worker,OH,56.62,3,4
197,709,482,20,Sun,Resident Worker,OH,14.95,0,1
200,897,915,20,Sun,Home Worker,OH,57.56,0,1
201,917,914,20,Sun,Home Worker,OH,19.24,1,2
206,809,667,20,Sun,Home Worker,OH,9.72,0,1
207,446,631,20,Sun,Home Worker,OH,49.4,2,3
208,328,336,20,Sun,Resident Worker,OH,33.72,3,4
209,730,655,20,Sun,Home Worker,OH,31.29,3,4
210,874,625,20,Sun,Long Term Visitor,HO,66.86,0,1
213,914,897,20,Sun,Resident Worker,WH,14.12,0,1
214,719,635,20,Sun,Home Worker,OH,34.06,0,1
218,909,500,20,Sun,Home Worker,OH,16.16,0,1
220,1079,304,20,Sun,Resident Worker,OH,35.17,0,1
221,799,799,20,Sun,Long Term Visitor,OO,9.86,0,1
223,382,503,20,Sun,Resident Worker,OH,46.78,0,1
224,719,889,20,Sun,Home Worker,OH,34.22,2,3
226,716,380,20,Sun,Home Worker,OH,26.3,2,3
228,832,612,20,Sun,Resident Worker,WO,42.11,0,1
230,992,862,20,Sun,Resident Worker,OH,33.06,1,2
231,632,766,20,Sun,Resident Worker,OH,67.55,0,1
234,903,815,20,Sun,Home Worker,OH,63.94,1,2
235,897,936,20,Sun,Resident Worker,WH,32.75,0,1
237,897,917,20,Sun,Long Term Visitor,OO,27.91,0,1
239,730,1073,20,Sun,Resident Worker,OH,81.48,1,2
241,940,938,20,Sun,Home Worker,HH,7.57,0,1
242,970,977,20,Sun,Long Term Visitor,OO,46.21,0,1
248,668,872,20,Sun,Resident Worker,WH,25.21,0,1
252,908,904,20,Sun,Resident Worker,OH,7.44,0,1
258,998,1032,20,Sun,Resident Worker,HO,25.59,0,1
259,1032,997,20,Sun,Resident Worker,OH,25.59,1,2
260,903,908,20,Sun,Resident Worker,OH,6.29,0,1
263,973,972,20,Sun,Long Term Visitor,OO,34.09,0,1
267,716,934,20,Sun,Resident Worker,OH,13.08,0,1
268,667,659,20,Sun,Home Worker,OH,42.46,0,1
269,718,994,20,Sun,Home Worker,OH,26.31,2,3
273,903,916,20,Sun,Home Worker,OH,14.06,0,1
277,838,838,20,Sun,Resident Worker,HH,36.85,0,1
278,718,973,20,Sun,Resident Worker,WH,26.69,1,2
280,855,1017,20,Sun,Resident Worker,WH,27.7,4,5
289,904,936,20,Sun,Home Worker,OH,12.72,0,1
290,500,482,20,Sun,Home Worker,HO,14.37,0,1
291,482,500,20,Sun,Home Worker,OH,14.37,0,1
295,755,775,20,Sun,Resident Worker,OH,44.38,2,3
303,928,928,20,Sun,Resident Worker,OO,11.82,0,1
304,928,988,20,Sun,Resident Worker,OH,11.82,1,2
307,923,905,20,Sun,Inbound Commuter,OO,25.31,0,1
308,838,315,20,Sun,Resident Worker,OH,44.59,0,1
310,951,716,20,Sun,Resident Worker,OO,18.72,0,1
312,897,916,20,Sun,Home Worker,OH,52.9,0,1
314,924,309,20,Sun,Resident Worker,WH,46.72,0,1
317,489,888,20,Sun,Home Worker,OH,29.41,0,1
318,662,792,20,Sun,Home Worker,OH,29.47,1,2
320,1059,739,20,Sun,Resident Worker,OH,11.03,4,5
323,576,698,20,Sun,Home Worker,OH,13.25,2,3
