Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time
8,217,218,17,Thu,Home Worker,OO,37.74,0,1
9,218,192,17,Thu,Home Worker,OH,37.74,1,2
59,3,72,17,Thu,Home Worker,OH,49.95,1,2
60,18,145,17,Thu,Home Worker,OH,39.2,0,1
121,17,72,17,Thu,Home Worker,OH,49.55,0,1
138,162,88,17,Thu,Home Worker,OH,31.98,2,3
170,111,141,17,Thu,Resident Worker,HH,32.62,0,1
189,149,149,17,Thu,Resident Worker,HH,36.29,0,1
208,49,226,17,Thu,Resident Worker,WH,26.51,1,2
220,214,215,17,Thu,Home Worker,OH,26.85,0,1
226,82,82,17,Thu,Resident Worker,HH,33.11,0,1
240,27,2,17,Thu,Resident Worker,OO,46.06,0,1
254,12,216,17,Thu,Resident Worker,OH,29.12,0,1
269,206,206,17,Thu,Resident Worker,HH,29.25,0,1
274,142,140,17,Thu,Resident Worker,WH,34.63,0,1
298,70,60,17,Thu,Home Worker,HH,49.89,0,1
313,201,124,17,Thu,Home Worker,OH,52.78,3,4
316,67,159,17,Thu,Home Worker,OH,76.52,0,1
318,218,218,17,Thu,Resident Worker,HH,40.23,0,1
322,96,185,17,Thu,Home Worker,OH,49.27,2,3
323,143,207,17,Thu,Resident Worker,OH,43.14,0,1
330,17,13,17,Thu,Resident Worker,OH,34.56,0,1
351,126,207,17,Thu,Home Worker,OH,41.64,0,1
356,87,99,17,Thu,Resident Worker,WH,35.65,0,1
383,64,200,17,Thu,Home Worker,OH,73.71,1,2
414,67,69,17,Thu,Resident Worker,HH,27.72,0,1
416,214,214,17,Thu,Resident Worker,OO,35.47,0,1
417,214,220,17,Thu,Resident Worker,OH,35.47,1,2
430,100,128,17,Thu,Resident Worker,WH,29.24,4,5
441,207,93,17,Thu,Resident Worker,OH,27.99,2,3
455,70,70,17,Thu,Home Worker,HH,23.96,0,1
461,181,182,17,Thu,Resident Worker,HH,62.76,0,1
530,180,124,17,Thu,Home Worker,OH,54.61,3,4
535,133,159,17,Thu,Long Term Visitor,WH,53.21,0,1
537,152,119,17,Thu,Long Term Visitor,OO,44.6,0,1
592,90,59,17,Thu,Resident Worker,HH,67.82,0,1
593,59,90,17,Thu,Resident Worker,HH,67.82,0,1
681,208,214,17,Thu,Home Worker,OH,42.26,0,1
690,85,122,17,Thu,Home Worker,OH,27.54,3,4
696,38,2,17,Thu,Home Worker,OH,34.3,0,1
697,2,2,17,Thu,Home Worker,HH,34.3,0,1
710,109,3,17,Thu,Resident Worker,OH,61.19,0,1
716,140,199,17,Thu,Home Worker,OH,16.57,1,2
768,193,95,17,Thu,Home Worker,OH,82.65,0,1
803,73,30,17,Thu,Resident Worker,OH,28.53,0,1
805,45,45,17,Thu,Home Worker,HH,32.28,0,1
812,188,115,17,Thu,Home Worker,OH,21.23,0,1
831,66,47,17,Thu,Outbound Commuter,OH,54.66,1,2
832,188,218,17,Thu,Resident Worker,OH,23.9,3,4
837,100,100,17,Thu,Home Worker,HH,34.43,0,1
850,136,105,17,Thu,Home Worker,HO,27.43,0,1
851,105,136,17,Thu,Home Worker,OH,27.43,0,1
852,214,214,17,Thu,Resident Worker,HH,30.25,0,1
882,53,64,17,Thu,Home Worker,OH,52.11,4,5
896,79,15,17,Thu,Resident Worker,OH,38.53,0,1
908,152,152,17,Thu,Home Worker,HH,28.95,0,1
909,218,214,17,Thu,Home Worker,OH,30.25,0,1
914,193,180,17,Thu,Home Worker,OH,39.64,0,1
927,108,177,17,Thu,Home Worker,HO,33.86,0,1
928,177,108,17,Thu,Home Worker,OH,33.86,1,2
972,93,216,17,Thu,Home Worker,OH,39.95,2,3
977,25,217,17,Thu,Home Worker,OH,42.99,1,2
1001,32,2,17,Thu,Home Worker,OH,42.16,0,1
1002,137,99,17,Thu,Home Worker,HO,33.25,0,1
1003,99,137,17,Thu,Home Worker,OH,33.25,0,1
1005,53,71,17,Thu,Home Worker,OH,29.96,1,2
1010,203,221,17,Thu,Home Worker,OH,39.63,1,2
1019,64,198,17,Thu,Home Worker,OH,11.45,4,5
1057,146,122,17,Thu,Resident Worker,OH,30.88,1,2
1088,169,148,17,Thu,Home Worker,OH,28.35,0,1
1106,43,216,17,Thu,Home Worker,OH,26.03,0,1
1112,37,37,17,Thu,Home Worker,HH,24.51,0,1
1186,125,173,17,Thu,Outbound Commuter,HO,28.15,0,1
1187,173,150,17,Thu,Outbound Commuter,OH,28.15,3,4
1189,144,13,17,Thu,Resident Worker,OH,38.71,0,1
1216,69,69,17,Thu,Home Worker,HH,36.82,0,1
1239,53,13,17,Thu,Resident Worker,OH,40.56,4,5
1240,213,213,17,Thu,Resident Worker,OO,47.77,0,1
1247,124,111,17,Thu,Home Worker,OH,38.74,0,1
1257,111,167,17,Thu,Home Worker,OH,38.86,1,2
1266,11,22,17,Thu,Inbound Commuter,WO,28.82,0,1
1328,215,143,17,Thu,Resident Worker,WO,33.65,0,1
1333,214,18,17,Thu,Home Worker,OH,29.5,0,1
1339,86,86,17,Thu,Home Worker,HH,29.8,0,1
1351,197,66,17,Thu,Home Worker,OH,40.38,0,1
1368,38,229,17,Thu,Resident Worker,WH,32.94,0,1
1390,38,3,17,Thu,Home Worker,OH,34.21,1,2
1406,67,82,17,Thu,Home Worker,HH,44.6,0,1
1427,203,206,17,Thu,Home Worker,OH,42.08,3,4
1442,213,213,17,Thu,Resident Worker,HH,17.91,0,1
1453,218,214,17,Thu,Long Term Visitor,OO,44.25,0,1
1457,150,178,17,Thu,Home Worker,OH,47.11,0,1
1482,3,23,17,Thu,Home Worker,OH,69.92,0,1
1489,102,112,17,Thu,Short Term Visitor,OO,42.64,0,1
1530,177,230,17,Thu,Resident Worker,OH,30.14,2,3
1531,197,45,17,Thu,Long Term Visitor,OO,43.92,0,1
1545,56,53,17,Thu,Resident Worker,HH,36.72,0,1
1546,53,53,17,Thu,Resident Worker,HH,36.72,0,1
1565,112,213,17,Thu,Home Worker,OH,26.18,1,2
1608,189,186,17,Thu,Home Worker,OH,56.02,0,1
1619,208,112,17,Thu,Resident Worker,OH,35.38,0,1
1626,94,93,17,Thu,Home Worker,OH,38.31,0,1
1638,136,97,17,Thu,Home Worker,OH,53.74,0,1
1664,8,2,17,Thu,Resident Worker,OH,42.22,0,1
1665,79,208,17,Thu,Home Worker,OH,22.71,0,1
1691,124,137,17,Thu,Home Worker,OH,47.77,1,2
1701,25,25,17,Thu,Resident Worker,HH,57.84,0,1
1728,25,216,17,Thu,Home Worker,OH,38.17,1,2
1753,141,139,17,Thu,Home Worker,HH,32.02,0,1
1754,212,230,17,Thu,Resident Worker,WH,44.05,4,5
1766,108,147,17,Thu,Home Worker,OH,30.28,2,3
1782,38,50,17,Thu,Outbound Commuter,OO,42.18,0,1
1793,208,97,17,Thu,Resident Worker,WH,52.55,2,3
1813,67,67,17,Thu,Resident Worker,HH,50.63,0,1
1822,33,30,17,Thu,Home Worker,HH,47.69,0,1
1871,11,35,17,Thu,Home Worker,OO,72.23,0,1
1881,64,41,17,Thu,Resident Worker,OH,21.93,0,1
1916,164,96,17,Thu,Resident Worker,OO,49.33,0,1
1922,38,55,17,Thu,Home Worker,OH,40.95,0,1
1954,38,7,17,Thu,Resident Worker,OH,22.69,1,2
1955,45,3,17,Thu,Home Worker,OH,30.22,0,1
1956,181,195,17,Thu,Resident Worker,HH,56.89,0,1
1971,180,214,17,Thu,Home Worker,OH,51.48,1,2
1993,62,68,17,Thu,Home Worker,OH,49.91,1,2
2055,207,202,17,Thu,Home Worker,OH,38.79,4,5
2105,153,108,17,Thu,Resident Worker,WH,28.48,0,1
2130,199,34,17,Thu,Resident Worker,WH,65.63,0,1
2132,109,139,17,Thu,Resident Worker,WO,23.95,0,1
2133,139,109,17,Thu,Resident Worker,OW,23.95,0,1
2134,109,12,17,Thu,Resident Worker,WH,23.95,1,2
2136,49,36,17,Thu,Home Worker,HH,36.51,0,1
2139,38,47,17,Thu,Resident Worker,WH,58.59,0,1
2162,225,65,17,Thu,Resident Worker,HH,27.06,0,1
2244,221,110,17,Thu,Home Worker,OH,50.54,12,13
2267,136,125,17,Thu,Resident Worker,HO,37.68,7,8
2292,182,25,17,Thu,Resident Worker,HW,35.63,6,7
2293,25,181,17,Thu,Resident Worker,WH,35.63,15,16
