Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time
62,4002,4002,3,Thu,Short Term Visitor,HH,930.82,0,1
113,4002,4002,3,Thu,Short Term Visitor,WH,372.77,0,1
134,4002,4002,3,Thu,Inbound Commuter,OH,96.11,0,1
173,4002,4002,3,Thu,Short Term Visitor,OH,301.99,1,2
264,4002,4002,3,Thu,Long Term Visitor,OO,358.37,0,1
297,4002,4002,3,Thu,Short Term Visitor,OH,350.55,0,1
386,4002,4002,3,Thu,Long Term Visitor,OH,39.07,1,2
900,4002,4002,3,Thu,Short Term Visitor,OH,75.95,4,5
1518,4002,4002,3,Thu,Short Term Visitor,HW,34.53,0,1
1585,4002,4002,3,Thu,Short Term Visitor,OO,82.35,0,1
1642,4002,4002,3,Thu,Short Term Visitor,OH,36.49,3,4
1809,4002,4002,3,Thu,Inbound Commuter,HH,44.68,0,1
1841,4002,4002,3,Thu,Outbound Commuter,HH,63.81,0,1
1851,4002,4002,3,Thu,Long Term Visitor,HO,43.46,0,1
2062,4002,4002,3,Thu,Short Term Visitor,HH,6251.44,7,8
2105,4002,4002,3,Thu,Short Term Visitor,HH,4866.46,14,15
2188,4002,4002,3,Thu,Short Term Visitor,OO,6455.99,10,11
2231,4002,4002,3,Thu,Short Term Visitor,HW,1223.42,10,11
2232,4002,4002,3,Thu,Short Term Visitor,WW,1997.55,12,13
2233,4002,4002,3,Thu,Short Term Visitor,WW,1698.01,13,14
2234,4002,4002,3,Thu,Short Term Visitor,WO,1696.0,15,16
2235,4002,4002,3,Thu,Short Term Visitor,OW,224.5,20,21
2236,4002,4002,3,Thu,Short Term Visitor,WH,1482.84,21,22
2331,4002,4002,3,Thu,Short Term Visitor,HH,5086.93,17,18
2390,4002,4002,3,Thu,Short Term Visitor,HO,4312.28,7,8
2391,4002,4002,3,Thu,Short Term Visitor,OH,718.79,8,9
2449,4002,4002,3,Thu,Short Term Visitor,HO,2291.24,16,17
2450,4002,4002,3,Thu,Short Term Visitor,OW,394.31,16,17
2563,4002,4002,3,Thu,Short Term Visitor,OO,4564.83,18,19
2581,4002,4002,3,Thu,Long Term Visitor,OO,4680.29,18,19
2662,4002,4002,3,Thu,Short Term Visitor,HH,5104.07,6,7
2679,4002,4002,3,Thu,Short Term Visitor,HO,3479.83,12,13
2680,4002,4002,3,Thu,Short Term Visitor,OO,5883.99,15,16
2681,4002,4002,3,Thu,Short Term Visitor,OH,3789.51,15,16
2731,4002,4002,3,Thu,Short Term Visitor,HH,5872.83,10,11
2865,4002,4002,3,Thu,Short Term Visitor,OO,4351.09,8,9
3041,4002,4002,3,Thu,Short Term Visitor,OH,3052.1,13,14
3141,4002,4002,3,Thu,Short Term Visitor,HH,5024.04,12,13
3142,4002,4002,3,Thu,Short Term Visitor,HO,2912.59,14,15
3143,4002,4002,3,Thu,Short Term Visitor,OH,3287.49,14,15
3144,4002,4002,3,Thu,Short Term Visitor,HO,2176.47,17,18
3145,4002,4002,3,Thu,Short Term Visitor,OH,2946.22,19,20
3163,4002,4002,3,Thu,Short Term Visitor,HH,5041.23,18,19
3318,4002,4002,3,Thu,Long Term Visitor,OO,2537.36,19,20
3342,4002,4002,3,Thu,Short Term Visitor,OW,594.19,6,7
3343,4002,4002,3,Thu,Short Term Visitor,WW,359.93,19,20
3344,4002,4002,3,Thu,Short Term Visitor,WO,641.88,20,21
3367,4002,4002,3,Thu,Short Term Visitor,HW,4995.33,6,7
3368,4002,4002,3,Thu,Short Term Visitor,WW,1744.91,9,10
3369,4002,4002,3,Thu,Short Term Visitor,WW,1439.24,14,15
3370,4002,4002,3,Thu,Short Term Visitor,WW,1013.98,16,17
3371,4002,4002,3,Thu,Short Term Visitor,WH,3665.39,17,18
3565,4002,4002,3,Thu,Short Term Visitor,HO,2535.54,15,16
3674,4002,4002,3,Thu,Short Term Visitor,OH,4247.21,16,17
3856,4002,4002,3,Thu,Short Term Visitor,HH,6188.5,9,10
3857,4002,4002,3,Thu,Short Term Visitor,HO,623.55,20,21
3926,4002,4002,3,Thu,Short Term Visitor,OO,5259.24,16,17
3927,4002,4002,3,Thu,Short Term Visitor,OH,3691.41,18,19
3950,4002,4002,3,Thu,Long Term Visitor,OO,4350.86,15,16
3953,4002,4002,3,Thu,Short Term Visitor,HO,3166.0,10,11
3954,4002,4002,3,Thu,Short Term Visitor,HO,1242.59,19,20
3955,4002,4002,3,Thu,Short Term Visitor,OH,2730.34,21,22
4000,4002,4002,3,Thu,Short Term Visitor,HH,4196.28,11,12
4001,4002,4002,3,Thu,Short Term Visitor,HH,3749.86,20,21
4029,4002,4002,3,Thu,Short Term Visitor,HW,2230.0,9,10
4030,4002,4002,3,Thu,Short Term Visitor,WH,872.58,22,23
4137,4002,4002,3,Thu,Short Term Visitor,HO,2811.53,13,14
4138,4002,4002,3,Thu,Short Term Visitor,HO,387.2,22,23
4230,4002,4002,3,Thu,Short Term Visitor,HH,5808.84,16,17
4231,4002,4002,3,Thu,Short Term Visitor,OO,6061.7,9,10
4232,4002,4002,3,Thu,Short Term Visitor,OO,5765.01,11,12
4270,4002,4002,3,Thu,Short Term Visitor,HW,1903.82,5,6
4271,4002,4002,3,Thu,Short Term Visitor,WH,540.44,10,11
4413,4002,4002,3,Thu,Short Term Visitor,HH,4341.19,13,14
4420,4002,4002,3,Thu,Long Term Visitor,OO,7075.28,9,10
4442,4002,4002,3,Thu,Outbound Commuter,WH,82.25,15,16
4529,4002,4002,3,Thu,Short Term Visitor,HH,2817.78,21,22
4676,4002,4002,3,Thu,Long Term Visitor,OO,7140.61,10,11
4723,4002,4002,3,Thu,Short Term Visitor,HW,3515.26,8,9
4724,4002,4002,3,Thu,Short Term Visitor,WH,1122.61,12,13
4741,4002,4002,3,Thu,Resident Worker,OO,201.6,13,14
